,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,origindate.datatype,origindate.type,origindate.value,employees.datatype,employees.type,employees.value,officialname.xml:lang,officialname.type,officialname.value,profit.datatype,profit.type,profit.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,markcap.datatype,markcap.type,markcap.value,country
84,uri,http://www.wikidata.org/entity/Q76099070,en,literal,Tiger Sugar,uri,http://www.wikidata.org/entity/Q334,literal,"http://www.wikidata.org/entity/Q4899370, http://www.wikidata.org/entity/Q540912",literal,,literal,,literal,http://www.wikidata.org/entity/Q569548,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
85,uri,http://www.wikidata.org/entity/Q656229,en,literal,Bushiroad,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q234087,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
86,uri,http://www.wikidata.org/entity/Q11563406,en,literal,Yunomaru Ski Resort,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
87,uri,http://www.wikidata.org/entity/Q65089884,en,literal,Millennium Management,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q2867142,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
88,uri,http://www.wikidata.org/entity/Q1358933,en,literal,Livedoor,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q5268834,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
89,uri,http://www.wikidata.org/entity/Q34843951,en,literal,felicity,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
90,uri,http://www.wikidata.org/entity/Q845951,en,literal,Sagami Railway,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q178512,literal,,literal,,literal,http://www.wikidata.org/entity/Q11401702,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-11-24T00:00:00Z,,,,en,literal,"Sagami Railway Co., Ltd.",,,,,,,,,,,,,wd:Q17
91,uri,http://www.wikidata.org/entity/Q112043475,en,literal,DAN-BALL,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-04-16T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
92,uri,http://www.wikidata.org/entity/Q65142438,en,literal,Hokuriku Electric Power Transmission & Distribution Company,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
93,uri,http://www.wikidata.org/entity/Q11289604,en,literal,Eight Bit,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q2575347,literal,,literal,,literal,http://www.wikidata.org/entity/Q232631,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-09-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
94,uri,http://www.wikidata.org/entity/Q11611122,en,literal,Shogoin Yatsuhashi,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1321832,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1926-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
95,uri,http://www.wikidata.org/entity/Q65266128,en,literal,Conrad Osaka,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,en,literal,Conrad Osaka,,,,,,,,,,,,,wd:Q17
96,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,uri,http://www.wikidata.org/entity/Q17,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,,,,,,,,,,,,,,,,wd:Q17
97,uri,http://www.wikidata.org/entity/Q900963,en,literal,Kumamoto City Transportation Bureau,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11436792,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
98,uri,http://www.wikidata.org/entity/Q53257,en,literal,Mitsubishi Electric,uri,http://www.wikidata.org/entity/Q17,literal,"http://www.wikidata.org/entity/Q3749263, http://www.wikidata.org/entity/Q1326885, http://www.wikidata.org/entity/Q11650",literal,,literal,,literal,http://www.wikidata.org/entity/Q214051,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1921-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
99,uri,http://www.wikidata.org/entity/Q113196377,,literal,Q113196377,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q336438,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-03-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
100,uri,http://www.wikidata.org/entity/Q742449,en,literal,Hokkaido Electric Power Company,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q383973,literal,,literal,,literal,http://www.wikidata.org/entity/Q11439333,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1951-05-01T00:00:00Z,,,,ja,literal,北海道電力株式会社,,,,,,,,,,,,,wd:Q17
101,uri,http://www.wikidata.org/entity/Q99658923,en,literal,PERIMETRON,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,http://www.wikidata.org/entity/Q77810631,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-05-09T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
102,uri,http://www.wikidata.org/entity/Q186394,en,literal,Fujitsu,uri,http://www.wikidata.org/entity/Q17,literal,"http://www.wikidata.org/entity/Q25245117, http://www.wikidata.org/entity/Q11650, http://www.wikidata.org/entity/Q418",literal,,literal,,literal,http://www.wikidata.org/entity/Q1134566,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1935-06-20T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,165612,en,literal,Fujitsu Limited,http://www.w3.org/2001/XMLSchema#decimal,literal,1001000000,,,,,,,,,,wd:Q17
103,uri,http://www.wikidata.org/entity/Q6766400,en,literal,TBS Television,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q56611639,literal,,literal,,literal,http://www.wikidata.org/entity/Q416131,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-03-21T00:00:00Z,,,,en,literal,"Tokyo Broadcasting System Television, Inc.",,,,,,,,,,,,,wd:Q17
104,uri,http://www.wikidata.org/entity/Q114299469,en,literal,YuriNavi,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-07-27T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
105,uri,http://www.wikidata.org/entity/Q11286054,en,literal,Aeon Bike,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
106,uri,http://www.wikidata.org/entity/Q5365456,en,literal,CUFFS,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q236680,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
107,uri,http://www.wikidata.org/entity/Q11641047,en,literal,Roadside station Niseko view plaza,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-04-11T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
108,uri,http://www.wikidata.org/entity/Q7577190,en,literal,Spike Chunsoft,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
109,uri,http://www.wikidata.org/entity/Q65247692,en,literal,Robot Restaurant,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
110,uri,http://www.wikidata.org/entity/Q11506946,en,literal,McDonald's Japan,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q100677774,literal,"http://www.wikidata.org/entity/Q16265148, http://www.wikidata.org/entity/Q24866439",literal,,literal,http://www.wikidata.org/entity/Q5364378,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-07-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2272,,,,,,,,,,,,,,,,wd:Q17
111,uri,http://www.wikidata.org/entity/Q11640822,en,literal,Roadside station Date rekishi-no-mori,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-08-18T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
112,uri,http://www.wikidata.org/entity/Q112659651,en,literal,Cafe gallery Kinone,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-09-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
113,uri,http://www.wikidata.org/entity/Q3143638,en,literal,Hyatt Regency Tokyo,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-09-15T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
114,uri,http://www.wikidata.org/entity/Q109665484,en,literal,CyBAR Gum,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2021-10-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
115,uri,http://www.wikidata.org/entity/Q1365015,en,literal,Kansai Electric Power Company,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q1326624,literal,,literal,,literal,http://www.wikidata.org/entity/Q3192722,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1951-05-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,20628,ja,literal,関西電力株式会社,,,,,,,,,,,,,wd:Q17
116,uri,http://www.wikidata.org/entity/Q11641344,en,literal,Roadside station Nejime,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-04-16T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
117,uri,http://www.wikidata.org/entity/Q11607164,en,literal,Ajiro Onsen,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
118,uri,http://www.wikidata.org/entity/Q100255513,en,literal,Garrya Nijo Castle Kyoto,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,ja,literal,ギャリア・二条城 京都,,,,,,,,,,,,,wd:Q17
119,uri,http://www.wikidata.org/entity/Q11293316,en,literal,Autowave,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q80011,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-09-10T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
120,uri,http://www.wikidata.org/entity/Q106644619,en,literal,Kyoto Kawaramachi Garden,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
121,uri,http://www.wikidata.org/entity/Q212311,en,literal,Pro Wrestling Zero1,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q131359,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-25T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
122,uri,http://www.wikidata.org/entity/Q111367623,en,literal,Voicy,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11394772,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-02-01T00:00:00Z,,,,ja,literal,株式会社Voicy,,,,,,,,,,,,,wd:Q17
123,uri,http://www.wikidata.org/entity/Q11640808,en,literal,Roadside station Takikawa,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-08-27T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
124,uri,http://www.wikidata.org/entity/Q11598348,en,literal,Ryuoo Ski Park,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
125,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,,,,,,,,,,,,,,,,wd:Q17
126,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,uri,http://www.wikidata.org/entity/Q29,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,,,,,,,,,,,,,,,,wd:Q17
127,uri,http://www.wikidata.org/entity/Q1990349,en,literal,Nikkan Kogyo Shimbun,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
128,uri,http://www.wikidata.org/entity/Q109269204,en,literal,Tonari no Young Jump,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
129,uri,http://www.wikidata.org/entity/Q3805077,en,literal,Electric Power Development Company,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q2316331,literal,,literal,,literal,http://www.wikidata.org/entity/Q212704,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
130,uri,http://www.wikidata.org/entity/Q11573825,en,literal,Biwako Hotel,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1934-02-17T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
131,uri,http://www.wikidata.org/entity/Q112008747,en,literal,Fufu Nikko,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
132,uri,http://www.wikidata.org/entity/Q3079325,en,literal,Ito En,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1966-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
133,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,uri,http://www.wikidata.org/entity/Q833,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,,,,,,,,,,,,,,,,wd:Q17
134,uri,http://www.wikidata.org/entity/Q872586,en,literal,Horipro,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q55638,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1963-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
135,uri,http://www.wikidata.org/entity/Q1332242,en,literal,Tokyu,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q178512,literal,,literal,,literal,http://www.wikidata.org/entity/Q6964182,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1922-09-02T00:00:00Z,,,,ja,literal,東急株式会社,,,,,,,,,,,,,wd:Q17
136,uri,http://www.wikidata.org/entity/Q950734,en,literal,Deep,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11751,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
137,uri,http://www.wikidata.org/entity/Q111246198,en,literal,JAPAN MUSIC NETWORK,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11408761,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-07-01T00:00:00Z,,,,ja,literal,ジャパンミュージックネットワーク株式会社,,,,,,,,,,,,,wd:Q17
138,uri,http://www.wikidata.org/entity/Q128426,en,literal,Ichibata Electric Railway,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q178512,literal,,literal,,literal,http://www.wikidata.org/entity/Q11660057,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-04-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
139,uri,http://www.wikidata.org/entity/Q7280937,en,literal,Radio Nikkei,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
140,uri,http://www.wikidata.org/entity/Q20042894,en,literal,Roadside station Akaigawa,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-04-15T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
141,uri,http://www.wikidata.org/entity/Q1143147,en,literal,Kansai Television Co. Ltd.,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,http://www.wikidata.org/entity/Q11591413,literal,http://www.wikidata.org/entity/Q35765,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1958-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
142,uri,http://www.wikidata.org/entity/Q115177120,en,literal,Snowdrop,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q2575347,literal,,literal,,literal,http://www.wikidata.org/entity/Q1078814,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-10-24T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
143,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,,,,,,,,,,,,,,,,wd:Q17
144,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,uri,http://www.wikidata.org/entity/Q34,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,,,,,,,,,,,,,,,,wd:Q17
145,uri,http://www.wikidata.org/entity/Q83584,en,literal,Odakyu Electric Railway,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q178512,literal,http://www.wikidata.org/entity/Q46575574,literal,,literal,"http://www.wikidata.org/entity/Q1190291, http://www.wikidata.org/entity/Q430349",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-06-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,3760,en,literal,"Odakyu Electric Railway Co., Ltd.",http://www.w3.org/2001/XMLSchema#decimal,literal,-19702000000,http://www.w3.org/2001/XMLSchema#decimal,literal,1149616000000,http://www.w3.org/2001/XMLSchema#decimal,literal,314816000000,,,,wd:Q17
146,uri,http://www.wikidata.org/entity/Q11590728,en,literal,Kandatsu Snow Resort,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
