,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,officialname.xml:lang,officialname.type,officialname.value,origindate.datatype,origindate.type,origindate.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,markcap.datatype,markcap.type,markcap.value,country
60,uri,http://www.wikidata.org/entity/Q12188894,en,literal,Saudi Fisheries Co.,ar,literal,الشركة السعودية للأسماك,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-03-24T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,186414000,http://www.w3.org/2001/XMLSchema#decimal,literal,85742000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q180538,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
61,uri,http://www.wikidata.org/entity/Q16124094,en,literal,Saudi Ground Services Co.,ar,literal,الشركة السعودية للخدمات الأرضية,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-07-14T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,4323052000,http://www.w3.org/2001/XMLSchema#decimal,literal,3049400000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
62,uri,http://www.wikidata.org/entity/Q4652322,en,literal,ALDREES Petroleum and Transport Services Company,ar,literal,شركة الدريس للخدمات البترولية و النقليات,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-09-12T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,3585220000,http://www.w3.org/2001/XMLSchema#decimal,literal,652617000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
63,uri,http://www.wikidata.org/entity/Q20403406,en,literal,Electrical Industries Co.,ar,literal,شركة الصناعات الكهربائية,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-08-07T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1016584410,http://www.w3.org/2001/XMLSchema#decimal,literal,598868190,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
64,uri,http://www.wikidata.org/entity/Q12184641,en,literal,Saudi Investment Bank,ar,literal,البنك السعودي للإستثمار,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-06-23T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,100814596000,http://www.w3.org/2001/XMLSchema#decimal,literal,13438676000,uri,http://www.wikidata.org/entity/Q851,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
65,uri,http://www.wikidata.org/entity/Q12188894,en,literal,Saudi Fisheries Co.,ar,literal,الشركة السعودية للأسماك,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-03-24T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,186414000,http://www.w3.org/2001/XMLSchema#decimal,literal,161734000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q180538,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
66,uri,http://www.wikidata.org/entity/Q5221859,en,literal,Dar Al Arkan Real Estate Development Company,ar,literal,شركة دار الأركان للتطوير العقاري,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-12-28T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,28049229000,http://www.w3.org/2001/XMLSchema#decimal,literal,19009488000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q695829,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
67,uri,http://www.wikidata.org/entity/Q6961181,en,literal,Nama Chemicals,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,http://www.wikidata.org/entity/Q27430,literal,,,,,,,,,,,wd:Q851
68,uri,http://www.wikidata.org/entity/Q12188897,en,literal,Saudi Industrial Export Co.,ar,literal,الشركة السعودية للصادرات الصناعية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-06-05T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,63134000,http://www.w3.org/2001/XMLSchema#decimal,literal,112945000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
69,uri,http://www.wikidata.org/entity/Q12218595,en,literal,National Gypsum Co.,ar,literal,شركة الجبس الأهلية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1959-04-30T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,464266000,http://www.w3.org/2001/XMLSchema#decimal,literal,448955000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
70,uri,http://www.wikidata.org/entity/Q4704716,en,literal,Al Riyadh,ar,literal,جريدة الرياض,http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-05-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
71,uri,http://www.wikidata.org/entity/Q20403611,en,literal,Fawaz Abdulaziz Alhokair Co.,ar,literal,شركة فواز عبدالعزيز الحكير وشركاه,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-03-17T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,6707183000,http://www.w3.org/2001/XMLSchema#decimal,literal,2410876000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
72,uri,http://www.wikidata.org/entity/Q12218694,en,literal,Malath Cooperative Insurance Co.,ar,literal,شركة ملاذ للتأمين التعاوني,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-04-09T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1380206000,,,,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q43183,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
73,uri,http://www.wikidata.org/entity/Q4783214,en,literal,Arab National Bank,ar,literal,البنك العربي الوطني,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,183442477000,http://www.w3.org/2001/XMLSchema#decimal,literal,24369687000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
74,uri,http://www.wikidata.org/entity/Q20401353,en,literal,Saudi Steel Pipe Co.,ar,literal,الشركة السعودية لأنابيب الصلب,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-06-10T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1118894000,http://www.w3.org/2001/XMLSchema#decimal,literal,729847000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
75,uri,http://www.wikidata.org/entity/Q20401398,en,literal,SACO Hardware,ar,literal,الشركة السعودية للعدد والأدوات,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-11-19T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1763385000,http://www.w3.org/2001/XMLSchema#decimal,literal,599500000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,2400,,,,,,,wd:Q851
76,uri,http://www.wikidata.org/entity/Q4166519,en,literal,Saudi British Bank,ar,literal,البنك السعودي البريطاني,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-21T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,265472444000,http://www.w3.org/2001/XMLSchema#decimal,literal,33344592000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
77,uri,http://www.wikidata.org/entity/Q108537438,en,literal,Half Million,en,literal,Half Million Company for beverages,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-04-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,"http://www.wikidata.org/entity/Q540912, http://www.wikidata.org/entity/Q30022, http://www.wikidata.org/entity/Q8486",literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
78,uri,http://www.wikidata.org/entity/Q12218646,en,literal,Saudi Arabian Amiantit Co.,ar,literal,شركة أميانتيت العربية السعودية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-06-13T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2418276000,http://www.w3.org/2001/XMLSchema#decimal,literal,686803000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
79,uri,http://www.wikidata.org/entity/Q30090585,en,literal,Conrad Makkah,en,literal,Conrad Makkah,,,,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
80,uri,http://www.wikidata.org/entity/Q6721006,en,literal,Maaden,ar,literal,شركة التعدين العربية السعودية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-03-23T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,97657597000,http://www.w3.org/2001/XMLSchema#decimal,literal,27902731000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q44497,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,6149,,,,,,,wd:Q851
81,uri,http://www.wikidata.org/entity/Q12218618,en,literal,The National Company for Glass Industries,ar,literal,شركة الصناعات الزجاجية الوطنية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-17T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,739154000,http://www.w3.org/2001/XMLSchema#decimal,literal,593925000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
82,uri,http://www.wikidata.org/entity/Q5221859,en,literal,Dar Al Arkan Real Estate Development Company,ar,literal,شركة دار الأركان للتطوير العقاري,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-12-28T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,28049229000,http://www.w3.org/2001/XMLSchema#decimal,literal,18177507000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q695829,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
83,uri,http://www.wikidata.org/entity/Q20403142,en,literal,Dremas House Co.,ar,literal,شركة دريم هاوس,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-10-07T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2484328000,http://www.w3.org/2001/XMLSchema#decimal,literal,2028883000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q811891,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
84,uri,http://www.wikidata.org/entity/Q12188895,en,literal,Saudi Industrial Development Co.,ar,literal,الشركة السعودية للتنمية الصناعية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-12-14T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,399088000,http://www.w3.org/2001/XMLSchema#decimal,literal,359896000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
85,uri,http://www.wikidata.org/entity/Q12188924,en,literal,United Cooperative Assurance Co.,ar,literal,الشركة المتحدة للتأمين التعاوني,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-05-05T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1197850000,,,,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q43183,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
86,uri,http://www.wikidata.org/entity/Q12208618,en,literal,Halwani Bros. Co.,ar,literal,شركة حلواني إخوان,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-07-08T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,949276000,http://www.w3.org/2001/XMLSchema#decimal,literal,529839000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,,,,,,,,,,wd:Q851
87,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,wd:Q851
88,uri,http://www.wikidata.org/entity/Q28715288,en,literal,Middle East Healthcare Co.,ar,literal,شركة الشرق الأوسط للرعاية الصحية,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-05-05T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,3305498000,http://www.w3.org/2001/XMLSchema#decimal,literal,1522716000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
89,uri,http://www.wikidata.org/entity/Q12218673,en,literal,Taiba Investments company,ar,literal,شركة طيبة للإستثمار,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-09-04T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,4084099000,http://www.w3.org/2001/XMLSchema#decimal,literal,3677391000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
90,uri,http://www.wikidata.org/entity/Q12218568,en,literal,Alahli Takaful Co.,ar,literal,شركة الأهلي للتكافل,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-08-04T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1074517000,,,,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q43183,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
91,uri,http://www.wikidata.org/entity/Q2374321,en,literal,SAPTCO,ar,literal,خدمة اونلاين,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-07-09T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,4095810000,http://www.w3.org/2001/XMLSchema#decimal,literal,1584729000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
92,uri,http://www.wikidata.org/entity/Q1535171,en,literal,Saudi Telecom Company,ar,literal,شركة الاتصالات السعودية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-05-02T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,32525893,http://www.w3.org/2001/XMLSchema#decimal,literal,65513684000,uri,http://www.wikidata.org/entity/Q851,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,http://www.wikidata.org/entity/Q4966205,http://www.w3.org/2001/XMLSchema#decimal,literal,17000,,,,,,,wd:Q851
93,uri,http://www.wikidata.org/entity/Q3535226,en,literal,Almarai Company,ar,literal,شركة المراعي,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,33148042000,http://www.w3.org/2001/XMLSchema#decimal,literal,13035593000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
94,uri,http://www.wikidata.org/entity/Q1535171,en,literal,Saudi Telecom Company,ar,literal,شركة الاتصالات السعودية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-05-02T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,32525893,http://www.w3.org/2001/XMLSchema#decimal,literal,61762594000,uri,http://www.wikidata.org/entity/Q851,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,http://www.wikidata.org/entity/Q4966205,http://www.w3.org/2001/XMLSchema#decimal,literal,17000,,,,,,,wd:Q851
95,uri,http://www.wikidata.org/entity/Q20403611,en,literal,Fawaz Abdulaziz Alhokair Co.,ar,literal,شركة فواز عبدالعزيز الحكير وشركاه,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-03-17T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,6707183000,http://www.w3.org/2001/XMLSchema#decimal,literal,2605568000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
96,uri,http://www.wikidata.org/entity/Q12218575,en,literal,Zain Saudi Arabia,ar,literal,شركة الإتصالات المتنقلة السعودية,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-03-12T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,27738253000,http://www.w3.org/2001/XMLSchema#decimal,literal,3558985000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
97,uri,http://www.wikidata.org/entity/Q20403103,en,literal,Al Jouf Cement Co.,ar,literal,شركة أسمنت الجوف,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-08-05T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2319338000,http://www.w3.org/2001/XMLSchema#decimal,literal,1533031000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q811891,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
98,uri,http://www.wikidata.org/entity/Q30090585,en,literal,Conrad Makkah,ar,literal,كونراد مكة,,,,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
99,uri,http://www.wikidata.org/entity/Q20403380,en,literal,Middle East Paper Co.,ar,literal,شركة الشرق الأوسط لصناعة وإنتاج الورق,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-08-06T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1576811000,http://www.w3.org/2001/XMLSchema#decimal,literal,731378000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
100,uri,http://www.wikidata.org/entity/Q20403651,en,literal,Al Sorayai Trading and Industrial Group,ar,literal,مجموعة السريع التجارية الصناعية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1953-02-20T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,519348000,http://www.w3.org/2001/XMLSchema#decimal,literal,213774000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
101,uri,http://www.wikidata.org/entity/Q12188886,en,literal,Walaa Cooperative Insurance Co.,ar,literal,شركة ولاء للتأمين التعاوني,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-07-05T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2032727000,,,,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q43183,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
