,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,officialname.xml:lang,officialname.type,officialname.value,country
166,uri,http://www.wikidata.org/entity/Q11299197,en,literal,Crystal Geyser Water Company,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-01-01T00:00:00Z,,,,wd:Q30
167,uri,http://www.wikidata.org/entity/Q5377734,en,literal,Engine Yard,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,,,,wd:Q30
168,uri,http://www.wikidata.org/entity/Q6839398,en,literal,Microcosm Publishing,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,,,,wd:Q30
169,uri,http://www.wikidata.org/entity/Q14704902,en,literal,KFFF,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,,,,wd:Q30
170,uri,http://www.wikidata.org/entity/Q55003844,en,literal,Giant Squid,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,,,,wd:Q30
171,uri,http://www.wikidata.org/entity/Q7948110,en,literal,WCSX,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,,,,wd:Q30
172,uri,http://www.wikidata.org/entity/Q3267952,en,literal,Federal Reserve Bank of Atlanta,http://www.w3.org/2001/XMLSchema#dateTime,literal,1914-05-18T00:00:00Z,,,,wd:Q30
173,uri,http://www.wikidata.org/entity/Q2276588,en,literal,Legoland California,,,,,,,wd:Q30
174,uri,http://www.wikidata.org/entity/Q116771375,en,literal,COBS Bread,,,,,,,wd:Q30
175,uri,http://www.wikidata.org/entity/Q1275613,en,literal,EPAM Systems,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,,,,wd:Q30
176,uri,http://www.wikidata.org/entity/Q115238201,en,literal,Gionino’s Pizzeria,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-07-22T00:00:00Z,,,,wd:Q30
177,uri,http://www.wikidata.org/entity/Q7271953,en,literal,QuikTrip,http://www.w3.org/2001/XMLSchema#dateTime,literal,1958-09-25T00:00:00Z,,,,wd:Q30
178,uri,http://www.wikidata.org/entity/Q85847091,en,literal,Roofstock,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,,,,wd:Q30
179,uri,http://www.wikidata.org/entity/Q7206385,en,literal,Pocket Books,http://www.w3.org/2001/XMLSchema#dateTime,literal,1939-01-01T00:00:00Z,,,,wd:Q30
180,uri,http://www.wikidata.org/entity/Q23016666,en,literal,Blaze Pizza,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,,,,wd:Q30
181,uri,http://www.wikidata.org/entity/Q7171798,en,literal,Petco,http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-01-01T00:00:00Z,,,,wd:Q30
182,uri,http://www.wikidata.org/entity/Q463303,en,literal,American Academy of Arts and Sciences,http://www.w3.org/2001/XMLSchema#dateTime,literal,1780-05-04T00:00:00Z,,,,wd:Q30
183,uri,http://www.wikidata.org/entity/Q106594943,en,literal,Bullseye Sneaker Boutique,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-11-07T00:00:00Z,,,,wd:Q30
184,uri,http://www.wikidata.org/entity/Q107288624,en,literal,"Penny Arcade, Inc.",,,,,,,wd:Q30
185,uri,http://www.wikidata.org/entity/Q30283331,en,literal,Inovio Pharmaceuticals,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,,,,wd:Q30
186,uri,http://www.wikidata.org/entity/Q3564767,en,literal,WPCH-TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1967-09-01T00:00:00Z,,,,wd:Q30
187,uri,http://www.wikidata.org/entity/Q1422386,en,literal,K-Swiss,http://www.w3.org/2001/XMLSchema#dateTime,literal,1966-01-01T00:00:00Z,,,,wd:Q30
188,uri,http://www.wikidata.org/entity/Q6329213,en,literal,KFRG,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,,,,wd:Q30
189,uri,http://www.wikidata.org/entity/Q96372482,en,literal,Astranis,,,,,,,wd:Q30
190,uri,http://www.wikidata.org/entity/Q7305617,en,literal,Redding Area Bus Authority,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,,,,wd:Q30
191,uri,http://www.wikidata.org/entity/Q465751,en,literal,Chipotle Mexican Grill,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-07-13T00:00:00Z,,,,wd:Q30
192,uri,http://www.wikidata.org/entity/Q6330541,en,literal,KIBS,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,,,,wd:Q30
193,uri,http://www.wikidata.org/entity/Q42607064,en,literal,Ignyte Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,,,,wd:Q30
194,uri,http://www.wikidata.org/entity/Q5889497,en,literal,Homeland,http://www.w3.org/2001/XMLSchema#dateTime,literal,1916-01-01T00:00:00Z,,,,wd:Q30
195,uri,http://www.wikidata.org/entity/Q108888538,en,literal,Daversa Partners,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,,,,wd:Q30
196,uri,http://www.wikidata.org/entity/Q110421768,,literal,Q110421768,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,,,,wd:Q30
197,uri,http://www.wikidata.org/entity/Q2583293,en,literal,Yale University Library,http://www.w3.org/2001/XMLSchema#dateTime,literal,1701-01-01T00:00:00Z,,,,wd:Q30
198,uri,http://www.wikidata.org/entity/Q7268802,en,literal,Qualys,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,,,,wd:Q30
199,uri,http://www.wikidata.org/entity/Q109659415,en,literal,Finite Reflection Studios,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-05-01T00:00:00Z,,,,wd:Q30
200,uri,http://www.wikidata.org/entity/Q97478169,en,literal,Kratom Wave,,,,,,,wd:Q30
201,uri,http://www.wikidata.org/entity/Q116671972,en,literal,R.P. Lumber,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-01-01T00:00:00Z,,,,wd:Q30
202,uri,http://www.wikidata.org/entity/Q7956680,en,literal,WUSF,http://www.w3.org/2001/XMLSchema#dateTime,literal,1963-01-01T00:00:00Z,,,,wd:Q30
203,uri,http://www.wikidata.org/entity/Q124457779,en,literal,Electric Coin Company,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,,,,wd:Q30
204,uri,http://www.wikidata.org/entity/Q108413837,en,literal,Suki Hana,,,,,,,wd:Q30
205,uri,http://www.wikidata.org/entity/Q6334697,en,literal,KNXR,http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-01-01T00:00:00Z,,,,wd:Q30
206,uri,http://www.wikidata.org/entity/Q7957745,en,literal,WXLC,http://www.w3.org/2001/XMLSchema#dateTime,literal,1963-01-01T00:00:00Z,,,,wd:Q30
207,uri,http://www.wikidata.org/entity/Q14686556,en,literal,WLOV-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,wd:Q30
208,uri,http://www.wikidata.org/entity/Q3564634,en,literal,WCNC-TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1967-01-01T00:00:00Z,,,,wd:Q30
209,uri,http://www.wikidata.org/entity/Q3046168,en,literal,ESPN Radio,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,,,,wd:Q30
210,uri,http://www.wikidata.org/entity/Q7955479,en,literal,WSAU,http://www.w3.org/2001/XMLSchema#dateTime,literal,1937-01-01T00:00:00Z,,,,wd:Q30
211,uri,http://www.wikidata.org/entity/Q97574778,en,literal,SECOM,,,,,,,wd:Q30
212,uri,http://www.wikidata.org/entity/Q97575566,en,literal,NEMR Telecom,,,,,,,wd:Q30
213,uri,http://www.wikidata.org/entity/Q26913624,en,literal,Blue Apron,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-08-01T00:00:00Z,,,,wd:Q30
214,uri,http://www.wikidata.org/entity/Q7314387,en,literal,Republic Bank & Trust Company,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-01-01T00:00:00Z,,,,wd:Q30
215,uri,http://www.wikidata.org/entity/Q97621373,en,literal,Ashby Brewing Company,,,,,,,wd:Q30
216,uri,http://www.wikidata.org/entity/Q4543160,en,literal,Honeybee Robotics,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,,,,wd:Q30
217,uri,http://www.wikidata.org/entity/Q6339299,en,literal,KTWB,http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-01-01T00:00:00Z,,,,wd:Q30
218,uri,http://www.wikidata.org/entity/Q46996012,en,literal,Beme Inc.,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,,,,wd:Q30
219,uri,http://www.wikidata.org/entity/Q4041316,en,literal,Impinj,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,,,,wd:Q30
220,uri,http://www.wikidata.org/entity/Q3559434,en,literal,Mervin Manufacturing,,,,,,,wd:Q30
221,uri,http://www.wikidata.org/entity/Q1476454,en,literal,Harman Kardon,http://www.w3.org/2001/XMLSchema#dateTime,literal,1953-01-01T00:00:00Z,,,,wd:Q30
222,uri,http://www.wikidata.org/entity/Q7252777,en,literal,Provo College,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,,,,wd:Q30
223,uri,http://www.wikidata.org/entity/Q63972992,en,literal,Bella Luna Winery,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,,,,wd:Q30
224,uri,http://www.wikidata.org/entity/Q4928917,en,literal,Blue Bottle Coffee Company,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,,,,wd:Q30
225,uri,http://www.wikidata.org/entity/Q22032291,en,literal,Nightboat Books,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,,,,wd:Q30
226,uri,http://www.wikidata.org/entity/Q52153177,en,literal,Osgoode Media,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,,,,wd:Q30
227,uri,http://www.wikidata.org/entity/Q16989155,en,literal,DataMotion,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,,,,wd:Q30
228,uri,http://www.wikidata.org/entity/Q6340196,en,literal,KVOR,http://www.w3.org/2001/XMLSchema#dateTime,literal,1925-01-01T00:00:00Z,,,,wd:Q30
229,uri,http://www.wikidata.org/entity/Q3191396,en,literal,KGTV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1953-01-01T00:00:00Z,,,,wd:Q30
230,uri,http://www.wikidata.org/entity/Q3517379,en,literal,Tellabs,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-01-01T00:00:00Z,,,,wd:Q30
231,uri,http://www.wikidata.org/entity/Q5613960,en,literal,Guard-Lee,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-01-01T00:00:00Z,en,literal,"Guard-Lee, Inc.",wd:Q30
232,uri,http://www.wikidata.org/entity/Q3088784,en,literal,Jamba Juice,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,,,,wd:Q30
233,uri,http://www.wikidata.org/entity/Q7163311,en,literal,Penn Station,http://www.w3.org/2001/XMLSchema#dateTime,literal,1985-01-01T00:00:00Z,,,,wd:Q30
234,uri,http://www.wikidata.org/entity/Q28940761,en,literal,Jo Malone,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,,,,wd:Q30
235,uri,http://www.wikidata.org/entity/Q112874478,en,literal,Friends Historical Association,http://www.w3.org/2001/XMLSchema#dateTime,literal,1873-01-01T00:00:00Z,,,,wd:Q30
236,uri,http://www.wikidata.org/entity/Q7946355,en,literal,WADL,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,,,,wd:Q30
237,uri,http://www.wikidata.org/entity/Q5449761,en,literal,Financo,http://www.w3.org/2001/XMLSchema#dateTime,literal,1971-01-01T00:00:00Z,,,,wd:Q30
238,uri,http://www.wikidata.org/entity/Q6330284,en,literal,KHOW,http://www.w3.org/2001/XMLSchema#dateTime,literal,1925-01-01T00:00:00Z,,,,wd:Q30
239,uri,http://www.wikidata.org/entity/Q24260962,en,literal,ACE Cash Express,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-01-01T00:00:00Z,,,,wd:Q30
240,uri,http://www.wikidata.org/entity/Q2537432,en,literal,WMFO,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-01-01T00:00:00Z,,,,wd:Q30
241,uri,http://www.wikidata.org/entity/Q57697715,en,literal,Heavybit,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,en,literal,"Heavybit, Inc.",wd:Q30
242,uri,http://www.wikidata.org/entity/Q17026697,en,literal,Surfing Goat Dairy,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,,,,wd:Q30
243,uri,http://www.wikidata.org/entity/Q6333311,en,literal,KMA,http://www.w3.org/2001/XMLSchema#dateTime,literal,1925-01-01T00:00:00Z,,,,wd:Q30
244,uri,http://www.wikidata.org/entity/Q108885075,en,literal,Princess Seafood Restaurant,,,,,,,wd:Q30
245,uri,http://www.wikidata.org/entity/Q46617715,en,literal,Private Division,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-12-14T00:00:00Z,,,,wd:Q30
246,uri,http://www.wikidata.org/entity/Q5603155,en,literal,Green Ronin Publishing,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,,,,wd:Q30
247,uri,http://www.wikidata.org/entity/Q98021943,en,literal,California Black Media,,,,,,,wd:Q30
248,uri,http://www.wikidata.org/entity/Q3564801,en,literal,WTAM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1923-01-01T00:00:00Z,,,,wd:Q30
249,uri,http://www.wikidata.org/entity/Q6819546,en,literal,Meritech Capital Partners,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,,,,wd:Q30
250,uri,http://www.wikidata.org/entity/Q8027232,en,literal,Wisconsin Manufacturers & Commerce,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-01-01T00:00:00Z,,,,wd:Q30
251,uri,http://www.wikidata.org/entity/Q5694665,en,literal,Heaven Hill,http://www.w3.org/2001/XMLSchema#dateTime,literal,1935-01-01T00:00:00Z,,,,wd:Q30
252,uri,http://www.wikidata.org/entity/Q67011182,en,literal,Tiger Oak Media,,,,,,,wd:Q30
253,uri,http://www.wikidata.org/entity/Q54978563,en,literal,PRESS AV,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,,,,wd:Q30
254,uri,http://www.wikidata.org/entity/Q122808411,en,literal,Whop,http://www.w3.org/2001/XMLSchema#dateTime,literal,2021-01-01T00:00:00Z,,,,wd:Q30
255,uri,http://www.wikidata.org/entity/Q16998163,en,literal,KCSO-LD,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,,,,wd:Q30
256,uri,http://www.wikidata.org/entity/Q28450532,en,literal,Fusion GPS,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,,,,wd:Q30
257,uri,http://www.wikidata.org/entity/Q108990238,en,literal,Lone Eagle Grille,,,,,,,wd:Q30
258,uri,http://www.wikidata.org/entity/Q19359038,en,literal,EX.CO,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,wd:Q30
259,uri,http://www.wikidata.org/entity/Q1479937,en,literal,Stanford University Press,http://www.w3.org/2001/XMLSchema#dateTime,literal,1892-01-01T00:00:00Z,,,,wd:Q30
260,uri,http://www.wikidata.org/entity/Q64141528,en,literal,E-Line Media,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,,,,wd:Q30
261,uri,http://www.wikidata.org/entity/Q4650212,en,literal,ABC No Rio,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,,,,wd:Q30
262,uri,http://www.wikidata.org/entity/Q6338258,en,literal,KSTP,http://www.w3.org/2001/XMLSchema#dateTime,literal,1925-01-01T00:00:00Z,,,,wd:Q30
263,uri,http://www.wikidata.org/entity/Q17150901,en,literal,Cleo,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,,,,wd:Q30
264,uri,http://www.wikidata.org/entity/Q6822231,en,literal,Met Foods,http://www.w3.org/2001/XMLSchema#dateTime,literal,1941-01-01T00:00:00Z,,,,wd:Q30
265,uri,http://www.wikidata.org/entity/Q2619824,en,literal,Independent Wrestling Association Mid-South,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,,,,wd:Q30
266,uri,http://www.wikidata.org/entity/Q24910430,en,literal,Master & Dynamic,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,,,,wd:Q30
267,uri,http://www.wikidata.org/entity/Q7946970,en,literal,WBAM-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-01T00:00:00Z,,,,wd:Q30
268,uri,http://www.wikidata.org/entity/Q98180724,en,literal,WonderfulSubs,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z,,,,wd:Q30
269,uri,http://www.wikidata.org/entity/Q6385722,en,literal,Kelley Blue Book,http://www.w3.org/2001/XMLSchema#dateTime,literal,1926-01-01T00:00:00Z,,,,wd:Q30
270,uri,http://www.wikidata.org/entity/Q5287613,en,literal,DocuSign,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,en,literal,"DocuSign, Inc.",wd:Q30
271,uri,http://www.wikidata.org/entity/Q14716339,en,literal,WQKL,http://www.w3.org/2001/XMLSchema#dateTime,literal,1967-01-01T00:00:00Z,,,,wd:Q30
272,uri,http://www.wikidata.org/entity/Q17020720,en,literal,SoFi,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-04-26T00:00:00Z,,,,wd:Q30
273,uri,http://www.wikidata.org/entity/Q7948647,en,literal,WDXB,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-01-01T00:00:00Z,,,,wd:Q30
274,uri,http://www.wikidata.org/entity/Q28455152,en,literal,Punctum Books,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,,,,wd:Q30
275,uri,http://www.wikidata.org/entity/Q98226820,en,literal,PFL Petroleum Services LLC,,,,,,,wd:Q30
276,uri,http://www.wikidata.org/entity/Q1624333,en,literal,Crystal Mountain,,,,,,,wd:Q30
277,uri,http://www.wikidata.org/entity/Q931354,en,literal,L Brands,http://www.w3.org/2001/XMLSchema#dateTime,literal,1963-01-01T00:00:00Z,,,,wd:Q30
278,uri,http://www.wikidata.org/entity/Q5514676,en,literal,GTE Financial,http://www.w3.org/2001/XMLSchema#dateTime,literal,1935-03-04T00:00:00Z,en,literal,GTE Federal Credit Union,wd:Q30
279,uri,http://www.wikidata.org/entity/Q7950999,en,literal,WIVT,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-01-01T00:00:00Z,,,,wd:Q30
280,uri,http://www.wikidata.org/entity/Q7947403,en,literal,WBRU,http://www.w3.org/2001/XMLSchema#dateTime,literal,1936-01-01T00:00:00Z,,,,wd:Q30
281,uri,http://www.wikidata.org/entity/Q6329813,en,literal,KGO,http://www.w3.org/2001/XMLSchema#dateTime,literal,1924-01-01T00:00:00Z,,,,wd:Q30
282,uri,http://www.wikidata.org/entity/Q4690442,en,literal,AfterBuzz TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-08-06T00:00:00Z,,,,wd:Q30
283,uri,http://www.wikidata.org/entity/Q6328719,en,literal,KOTA-TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,,,,wd:Q30
284,uri,http://www.wikidata.org/entity/Q2942149,en,literal,CatholicTV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1955-01-01T00:00:00Z,,,,wd:Q30
285,uri,http://www.wikidata.org/entity/Q7092125,en,literal,Oncor Electric Delivery,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,,,,wd:Q30
286,uri,http://www.wikidata.org/entity/Q7952454,en,literal,WLRN-TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-01-01T00:00:00Z,,,,wd:Q30
287,uri,http://www.wikidata.org/entity/Q122677639,en,literal,Janney,http://www.w3.org/2001/XMLSchema#dateTime,literal,1832-01-01T00:00:00Z,,,,wd:Q30
288,uri,http://www.wikidata.org/entity/Q750863,en,literal,American Physical Therapy Association,http://www.w3.org/2001/XMLSchema#dateTime,literal,1921-01-01T00:00:00Z,,,,wd:Q30
289,uri,http://www.wikidata.org/entity/Q7953588,en,literal,WNSN,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-01-01T00:00:00Z,,,,wd:Q30
290,uri,http://www.wikidata.org/entity/Q3534309,en,literal,Benchmark,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,,,,wd:Q30
291,uri,http://www.wikidata.org/entity/Q1112473,en,literal,Columbia Games,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-01-01T00:00:00Z,,,,wd:Q30
292,uri,http://www.wikidata.org/entity/Q2889083,en,literal,KTUU-TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1953-01-01T00:00:00Z,,,,wd:Q30
293,uri,http://www.wikidata.org/entity/Q7537603,en,literal,Skybound Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,,,,wd:Q30
294,uri,http://www.wikidata.org/entity/Q7956556,en,literal,WUCF-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-01T00:00:00Z,,,,wd:Q30
295,uri,http://www.wikidata.org/entity/Q16974446,en,literal,Aio Wireless,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,,,,wd:Q30
296,uri,http://www.wikidata.org/entity/Q3564623,en,literal,WBRC,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,,,,wd:Q30
297,uri,http://www.wikidata.org/entity/Q61699906,en,literal,Ember Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,,,,wd:Q30
298,uri,http://www.wikidata.org/entity/Q621977,en,literal,ASTM International,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-01-01T00:00:00Z,,,,wd:Q30
299,uri,http://www.wikidata.org/entity/Q109372090,en,literal,Windmills Cafe,,,,,,,wd:Q30
300,uri,http://www.wikidata.org/entity/Q6326626,en,literal,KCYZ,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-01-01T00:00:00Z,,,,wd:Q30
301,uri,http://www.wikidata.org/entity/Q6326984,en,literal,KCMQ,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,,,,wd:Q30
302,uri,http://www.wikidata.org/entity/Q5431587,en,literal,Fakku,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,,,,wd:Q30
303,uri,http://www.wikidata.org/entity/Q1339598,en,literal,Peavey Electronics,http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-01-01T00:00:00Z,,,,wd:Q30
304,uri,http://www.wikidata.org/entity/Q7950409,en,literal,WHRV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,,,,wd:Q30
305,uri,http://www.wikidata.org/entity/Q327247,en,literal,ASICS,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,,,,wd:Q30
306,uri,http://www.wikidata.org/entity/Q114440599,en,literal,Derosia,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,en,literal,Derosia,wd:Q30
307,uri,http://www.wikidata.org/entity/Q7951746,en,literal,WKLC-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1966-01-01T00:00:00Z,,,,wd:Q30
308,uri,http://www.wikidata.org/entity/Q7951794,en,literal,WKNC-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1966-01-01T00:00:00Z,,,,wd:Q30
309,uri,http://www.wikidata.org/entity/Q7951820,en,literal,WKOA,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,,,,wd:Q30
310,uri,http://www.wikidata.org/entity/Q6329306,en,literal,KFTV-DT,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,,,,wd:Q30
