SDC Deal No,Date Announced,Rank Date,"Rank Value inc. Net Debt of Target
(USD, Millions)",Target Full Name,Target Macro Industry,Target Mid Industry,Target Nation,Acquiror Full Name,Acquiror Macro Industry,Acquiror Mid Industry,Acquiror Nation,"Target Financial Advisors Name
('|')","Acquiror Financial Advisors Name
('|')",Deal Status,Form of the Deal,Acquiror Number of Employees,Target Number of Employees,Acquiror PermID,Target PermID,Target Founded Date,Target Primary Ticker Symbol,Acquiror Founded Date,"Acquiror Current Assets Last 12 Months
(USD, Millions)","Current Assets Last 12 Months 
(USD, Millions)","Acquiror Market Value 4 Weeks Prior to Announcement
(USD, Millions)","Target Market Value 4 Weeks Prior to Announcement
(USD, Millions)","Region of Headquarters
('|')","Acquiror CashFLow LTM
(USD, Millions)","EBITDA Last 12 Months
(USD, Millions)"
3935510040,06/11/2022,06/11/2022,1.49,China Fortune Land Development (Bazhou) Industrial Investment Co Ltd,Financials,Other Financials,China (Mainland),Hebei Juren Construction Group Co Ltd,Industrials,Building/Construction & Engineering,China (Mainland),,,Pending,Merger,,,5083164495,5083164502,11/08/2015,,30/03/2011,,,,,Asia Pacific Excluding Central Asia,,
3935540040,06/14/2022,06/14/2022,1.87,NOIZChain Ltd,High Technology,Software,Hong Kong,Benefit Palace Ltd,Financials,Other Financials,Hong Kong,,Merdeka Corporate Fin Ltd,Completed,Merger,,,5083164540,5083164538,01/01/2018,,,,,,,Asia Pacific Excluding Central Asia,,
3935547040,06/17/2022,06/17/2022,"1,433.48",EMIS Group PLC,High Technology,Software,United Kingdom,Bordeaux UK Holdings II Ltd,Financials,Other Financials,United Kingdom,Numis Securities Ltd,Robey Warshaw LLP,Pending,Merger,,350.00,5076100965,5000679099,01/01/1987,EMIS,13/09/2017,,137.13,,"1,019.84",Europe,,71.59
3935633040,05/17/2022,05/17/2022,12.61,Nanjing Xinbeisheng Investment Management Co Ltd,Financials,Asset Management,China (Mainland),Nanjing Jiufu Xinghai Real Estate Co Ltd,Real Estate,Other Real Estate,China (Mainland),,,Pending,Merger,,,5083165330,5083165332,,,,,,,,Asia Pacific Excluding Central Asia,,
3935636040,06/15/2022,06/15/2022,0.00,Startfeld AG,Financials,Alternative Financial Investments,Switzerland,Switzerland Innovation Park Ost AG,Real Estate,Non Residential,Switzerland,,,Completed,Merger,,,5083165476,5083165334,,,,,,,,Europe,,
3935652040,06/17/2022,06/17/2022,20.64,Allied Technologies Ltd,Materials,Metals & Mining,Singapore,SRS Auto Holdings Pte Ltd,Consumer Products and Services,Professional Services,Singapore,,,Completed,Merger,,,5083165480,4295888150,01/01/1990,A13,03/04/2017,,58.74,,,Asia Pacific Excluding Central Asia,,3.84
3935655040,06/08/2022,06/08/2022,0.00,Tilbury Douglas Construction Ltd,Industrials,Building/Construction & Engineering,United Kingdom,Shareholders,Financials,Other Financials,United States,,,Pending,Acquisition,,,,5048276856,24/07/1935,,,,174.38,,,Europe,,5.59
3935685040,06/09/2022,06/09/2022,0.00,Finebuild Holdings Pte Ltd,Financials,Other Financials,Singapore,Asian Eco Technology Pte Ltd,Retail,Other Retailing,Singapore,,,Pending,Merger,,,5082059501,5083165483,03/07/2018,,01/01/2018,,,,,Asia Pacific Excluding Central Asia,,
3935722020,05/17/2022,05/17/2022,0.00,ARTMRKT Productions LLC,Consumer Products and Services,Professional Services,United States,A21,Consumer Products and Services,Professional Services,United States,,,Completed,Merger,,,5083165369,5083165370,,,01/01/2006,,,,,Americas,,
3936139040,06/17/2022,06/17/2022,140.23,Udinsk Zoloto OOO,Materials,Metals & Mining,Russia,Polyus Verninskoe JSC,Materials,Metals & Mining,Russia,,,Pending,Merger,,,5058646982,5071157862,12/03/2012,,01/01/2011,,,,,Europe,,
3936146040,04/12/2022,04/12/2022,0.00,Przedsiebiorstwo Badan i Ekspertyz Srodowiska Sp z o o,Consumer Products and Services,Professional Services,Poland,Eurofins Environment Testing Poland Holding Sp z o o,Consumer Products and Services,Professional Services,Poland,,,Completed,Merger,,,5083165503,5045177144,01/01/1988,,27/05/2019,,,,,Europe,,
3936151040,06/01/2022,06/01/2022,0.00,Beijing Xinhu Sunshine Property Management Co Ltd,Real Estate,Real Estate Management & Development,China (Mainland),Beijing Huayuanyun Technology Co Ltd,Financials,Other Financials,China (Mainland),,ICBC,Completed,Merger,,,5083165490,5046735588,22/11/2000,,15/09/2017,,,,,Asia Pacific Excluding Central Asia,,
3936214040,05/26/2022,05/26/2022,0.00,Howden Insurance Brokers India Pvt Ltd,Financials,Insurance,India,Howden Broking Group Ltd,Financials,Insurance,United Kingdom,,Ernst & Young LLP,Pending,Merger,,,5040047267,5041749036,16/02/2004,,01/01/1994,629.47,,,,Asia Pacific Excluding Central Asia,,
3936277040,06/16/2022,06/16/2022,0.00,Nuriunison Holdings Co Ltd,Financials,Other Financials,South Korea,Unisonhkr Co Ltd,Industrials,Building/Construction & Engineering,South Korea,,,Pending,Merger,,,5081460768,5071086664,,,21/04/2011,,0.59,,,Asia Pacific Excluding Central Asia,,
3936313040,06/15/2022,06/15/2022,0.00,techtec Inc,High Technology,Software,Japan,Reazon Holdings Inc,Media and Entertainment,Publishing,Japan,,,Completed,Merger,,,5080517624,5083165797,01/01/2018,,01/02/2019,,,,,Japan,,
3936329020,05/24/2022,05/24/2022,500.00,Ancor Real Estate Holdings LLC,Real Estate,Real Estate Management & Development,United States,Legal & General Capital Investments Ltd,Financials,Other Financials,United Kingdom,,,Completed,Merger,,,5043953762,5083165819,01/01/2019,,04/03/2013,396.92,,,,Americas,,
3936346040,06/16/2022,06/16/2022,0.57,Otti International Co Ltd,Consumer Products and Services,Other Consumer Products,South Korea,Undisclosed Acquiror,Financials,Brokerage,,,,Pending,Merger,,,,5083165589,,,,,,,,Asia Pacific Excluding Central Asia,,
3936349020,06/16/2022,06/16/2022,0.00,Net2Phone Inc,Telecommunications,Telecommunications Services,United States,TeleBermuda International Ltd,Telecommunications,Telecommunications Services,Bermuda,,,Completed,Merger,,273.00,4296870392,4295914316,01/01/1995,,,,,,,Americas,,
3936358040,06/20/2022,06/20/2022,402.34,Infomedia Ltd,High Technology,Software,Australia,Solera Holdings Inc,High Technology,IT Consulting & Services,United States,Credit Suisse Group,,Withdrawn,Merger,"2,767.00",,4295902189,4295856309,26/06/1987,IFM,01/01/2005,,65.64,,343.12,Asia Pacific Excluding Central Asia,,34.98
3936359040,08/08/2022,08/08/2022,"2,443.44",SUEZ Recycling & Recovery UK Ltd,Energy and Power,Water and Waste Management,United Kingdom,Macquarie Asset Management Pty Ltd,Financials,Asset Management,Australia,Barclays PLC,Macquarie Group|Credit Agricole CIB,Withdrawn,Merger,,,5036178957,4298159493,01/01/1988,,10/12/1969,,289.08,,,Europe,,60.13
3936361040,06/20/2022,06/20/2022,"2,008.45",Euromoney Institutional Investor PLC,Media and Entertainment,Publishing,United Kingdom,Becketts Bidco Ltd,Financials,Other Financials,United Kingdom,Numis Securities Ltd|UBS AG London|Goldman Sachs International,Raymond James Financial Inc|BofA Securities Inc,Completed,Merger,,,5083363443,4295898298,22/05/1969,ERM,,,171.65,,"1,400.50",Europe,,129.70
3936406040,06/01/2022,06/01/2022,0.00,Japan Research Institute for New Systems of Society,Media and Entertainment,Advertising & Marketing,Japan,Agaroot Co Ltd,Consumer Products and Services,Educational Services,Japan,,,Completed,Merger,,,5074643775,5082065248,06/12/1996,,16/12/2013,,,,,Japan,,
3936408040,06/10/2022,06/10/2022,0.00,Synapse Co Ltd,Media and Entertainment,Advertising & Marketing,Japan,Agaroot Co Ltd,Consumer Products and Services,Educational Services,Japan,,,Completed,Merger,,,5074643775,5083165837,01/08/1997,,16/12/2013,,,,,Japan,,
3936420040,06/17/2022,06/17/2022,0.00,RSC Noma SIA,Energy and Power,Water and Waste Management,Latvia,CleanR Grupa AS,Energy and Power,Water and Waste Management,Latvia,,,Completed,Merger,,,5083165983,5083165964,15/03/2010,,16/01/2014,,,,,Europe,,
3936423040,05/18/2022,05/18/2022,29.36,PT Tata Prima Indah,Healthcare,Hospitals,Indonesia,Investor Group,Financials,Other Financials,Indonesia,,,Completed,Merger,,,,5036890563,,,,,,,,Asia Pacific Excluding Central Asia,,
3936447040,06/20/2022,06/20/2022,"3,239.69",Majorel Group Luxembourg SA,Consumer Products and Services,Professional Services,Luxembourg,SITEL Worldwide Corp,Consumer Products and Services,Professional Services,United States,JP Morgan,Lazard,Withdrawn,Merger,"56,000.00",,4297835158,5067162319,01/01/2019,MAJ,01/01/1985,,911.72,,"2,709.67",Europe,,172.79
3936474040,04/11/2022,04/11/2022,0.00,APS Debt Servicing Cyprus Ltd,Financials,Credit Institutions,Cyprus,Themis Portfolio Management Ltd,Financials,Asset Management,Cyprus,PricewaterhouseCoopers|Barclays Bank PLC,,Pending,Merger,,,5082053347,5055463432,01/12/2016,,06/07/2021,,,,,Europe,,
3936477040,06/14/2022,06/14/2022,0.00,Mercy Super Pty Ltd,Financials,Insurance,Australia,HEST Australia Ltd,Financials,Insurance,Australia,,,Pending,Merger,,,5039716836,5044837595,01/01/1962,,01/01/1987,,,,,Asia Pacific Excluding Central Asia,,
3936488020,05/09/2022,05/09/2022,0.00,Emergifi,High Technology,Software,United States,Horsetail Technologies LLC,High Technology,Software,United States,,,Completed,Merger,,,5074551637,5068405491,,,01/01/2011,,,,,Americas,,
3936498020,06/20/2022,06/20/2022,"1,400.00",Crum & Forster Pet Insurance Group,Financials,Insurance,United States,Independence Pet Group Inc,Financials,Insurance,United States,Morgan Stanley,Goldman Sachs & Co,Completed,Merger,,,5082529101,5075820251,01/01/1997,,01/01/2021,,,,,Americas,,
3936528040,06/15/2022,06/15/2022,0.00,ETFS (AUS) Pty Ltd,Financials,Other Financials,Australia,Investor Group,Financials,Other Financials,Hong Kong,,,Completed,Merger,,,,5083166225,01/01/2014,,,,,,,Asia Pacific Excluding Central Asia,,
3936545040,06/20/2022,06/20/2022,0.00,Pethealth Inc,Financials,Insurance,Canada,Independence Pet Group Inc,Financials,Insurance,United States,Morgan Stanley,,Completed,Merger,,229.00,5082529101,4298019132,01/01/1998,,01/01/2021,,,,,Americas,,
3936569040,06/20/2022,06/20/2022,0.00,Brabender Technologie GmbH & Co KG,Industrials,Other Industrials,Germany,Kubota Holdings Europe Bv,Industrials,Machinery,Netherlands,,KPMG FAS Co Ltd,Completed,Merger,,,5063761174,5083166463,01/01/1957,,20/07/2017,306.78,,,,Europe,,
3936613020,06/09/2022,06/09/2022,0.00,Population Health Collaborative,Healthcare,Healthcare Providers & Services (HMOs),United States,Healthelink Com Inc,Healthcare,Healthcare Providers & Services (HMOs),United States,,,Completed,Merger,,,4297114093,5077648693,,,01/01/1970,,,,,Americas,,
3936617040,06/09/2022,06/09/2022,0.00,Melbourne Mailing Pty Ltd,Media and Entertainment,Advertising & Marketing,Australia,Precision Mail Pty Ltd,Media and Entertainment,Advertising & Marketing,Australia,,,Completed,Merger,,,5044564462,5044580515,01/01/1993,,01/01/2008,,,,,Asia Pacific Excluding Central Asia,,
3936633020,06/14/2022,06/14/2022,0.00,Trutino Biosciences Inc,Healthcare,Biotechnology,United States,Boehringer Ingelheim GmbH,Healthcare,Pharmaceuticals,Germany,,,Intended,Merger,,,4295869234,5067946526,06/06/2017,,,,,,,Americas,,
3936635040,06/06/2022,06/08/2022,5.93,Unifood Industries Ltd,Consumer Products and Services,Other Consumer Products,Pakistan,Sunridge Foods (Pvt) Ltd,Consumer Staples,Food and Beverage,Pakistan,,,Pending,Merger,,,5069463413,5083166483,,,01/01/2015,,,,,Asia Pacific Excluding Central Asia,,
3936695020,05/24/2022,05/24/2022,0.00,Nuveen Enhanced Municipal Value Fund,Financials,Other Financials,United States,Nuveen Municipal Credit Income Fund,Financials,Other Financials,United States,,,Completed,Merger,,,4296399395,5000460138,27/07/2009,NEV,,0.00,0.00,,,Americas,,
3936714020,06/20/2022,06/20/2022,0.00,Human Longevity Inc,High Technology,Software,United States,Freedom Acquisition I Corp,Financials,Alternative Financial Investments,United States,,,Withdrawn,Merger,,,5079892887,5042252408,01/01/2013,,23/12/2020,0.74,,422.63,,Americas,,
3936860020,06/06/2022,06/06/2022,3.50,Vitrics Management Group Inc,Healthcare,Healthcare Equipment & Supplies,United States,Coala-Life Group AB,Retail,Apparel Retailing,Sweden,,,Completed,Merger,,,4295890046,5083166984,,,01/01/1909,12.24,,,,Americas,,
3936947040,06/17/2022,06/17/2022,21.87,Dongfeng Off-Road Vehicle Co Ltd,Industrials,Transportation & Infrastructure,China (Mainland),Dongfeng Motor Corp,Industrials,Automobiles & Components,China (Mainland),,,Pending,Merger,,,5000055772,5000012185,,,25/06/1991,,,,,Asia Pacific Excluding Central Asia,,
3936950040,06/17/2022,06/17/2022,42.46,Logisoft Co Ltd,High Technology,Software,South Korea,T Map Mobility Co Ltd,High Technology,IT Consulting & Services,South Korea,,,Completed,Merger,,,5080077703,5083167016,,,30/12/2020,,,,,Asia Pacific Excluding Central Asia,,
3936974020,06/07/2022,06/07/2022,0.00,"TexStar National Bank NA,Universal City,TX",Financials,Banks,United States,"American Bank NA,Corpus Christi,TX",Financials,Banks,United States,Hovde Group LLC,Stephens Inc,Pending,Merger,,,5083167024,5044265403,01/01/2004,,01/01/1970,,,,,Americas,,
3937040040,06/20/2022,06/20/2022,191.74,Liaohe Oilfield (Panjin) Gas Storage Co Ltd,Energy and Power,Oil & Gas,China (Mainland),Liaohe Petroleum Exploration Bureau Co Ltd,Energy and Power,Oil & Gas,China (Mainland),,,Completed,Merger,,,5035420235,5083167030,30/11/2021,,11/12/1984,,,,,Asia Pacific Excluding Central Asia,,
3937085040,06/21/2022,06/21/2022,403.59,Shanghai Yingwan Zhaoye Property Development Co Ltd,Real Estate,Other Real Estate,China (Mainland),Shanghai Changkun Real Estate Development Co Ltd,Real Estate,Other Real Estate,China (Mainland),,,Completed,Merger,,,5083167023,5044417873,20/06/2013,,14/12/2021,,,,,Asia Pacific Excluding Central Asia,,
3937089040,06/17/2022,06/17/2022,165.00,Zura Bio Ltd,Healthcare,Biotechnology,United Kingdom,JATT Acquisition Corp,Financials,Alternative Financial Investments,Cayman Islands,,Raymond James & Associates Inc|Stout,Completed,Merger,,,5080187799,5082529330,01/01/2022,,10/03/2021,0.84,,,,Europe,,
3937100040,06/20/2022,06/20/2022,0.00,Yokohama House K K,Industrials,Building/Construction & Engineering,Japan,Miharu Information Center Co Ltd,Real Estate,Real Estate Management & Development,Japan,,,Pending,Merger,,,5039677279,5074555907,30/07/2004,,01/02/1977,,,,,Japan,,
3937144040,06/20/2022,06/20/2022,13.54,Floppy Games Inc,High Technology,Software,South Korea,Netmarble F&C Inc,High Technology,Software,South Korea,,,Pending,Merger,,,5065973953,5082151805,01/12/2014,,05/03/2014,66.83,,,,Asia Pacific Excluding Central Asia,,
3937147040,08/30/2022,08/30/2022,20.45,Yunnan ASEAN International Agricultural Product Logistics Co Ltd,Industrials,Transportation & Infrastructure,China (Mainland),Nanning Wanwei Cold Chain Logistics Co Ltd,Consumer Products and Services,Professional Services,China (Mainland),,,Completed,Merger,,,5083441702,5037082637,01/03/2010,,12/10/2018,,,,,Asia Pacific Excluding Central Asia,,
3937154040,06/21/2022,06/21/2022,0.00,Akershus Elektro AS,Industrials,Building/Construction & Engineering,Norway,Vestum Norway AS,Financials,Other Financials,Norway,,,Completed,Merger,,,5082461388,5073666184,,,,,2.39,,,Europe,,0.83
3937161040,06/21/2022,06/21/2022,0.00,Rada Electronic Industries Ltd,Telecommunications,Telecommunications Equipment,Israel,Leonard DRS Inc,Industrials,Aerospace & Defense,United States,Evercore Partners,JP Morgan Securities LLC,Completed,Merger,,164.00,4295903841,4295875011,01/01/1970,RADI,01/01/1968,"1,517.00",161.62,,,"Africa, Middle East, or Central Asia",,19.20
3937212040,04/14/2022,04/14/2022,0.00,Felix Strategic Minerals Pty Ltd,Materials,Metals & Mining,Australia,Megado Gold Ltd,Materials,Metals & Mining,Australia,,,Completed,Merger,,,5076899359,5083167097,16/11/2021,,08/03/2019,,,,,Asia Pacific Excluding Central Asia,,
3937214040,06/08/2022,06/08/2022,1.23,Kaliningradskaia Klinika Boli OOO,Healthcare,Hospitals,Russia,Barel OOO,Healthcare,Healthcare Providers & Services (HMOs),Russia,,,Completed,Merger,,,5039934915,5083167066,23/12/2019,,15/01/2003,,,,,Europe,,
3937353040,06/17/2022,06/17/2022,5.78,Berill Gold LLC,Materials,Metals & Mining,Russia,Polyus Verninskoe JSC,Materials,Metals & Mining,Russia,,,Pending,Merger,,,5058646982,5083167316,05/03/2018,,01/01/2011,,,,,Europe,,
3937366040,06/14/2022,06/14/2022,0.00,Alvance Aluminium Belgium BV,Materials,Metals & Mining,Belgium,American Industrial Partners Capital Fund VII LP,Financials,Other Financials,United States,,,Completed,Merger,,,,5082035909,01/01/1970,,,,,,,Europe,,
3937370040,06/17/2022,06/17/2022,16.64,Beijing International Exhibition Center Co Ltd,Consumer Products and Services,Professional Services,China (Mainland),Beijing Events & Exhibition Group Co Ltd,Consumer Products and Services,Professional Services,China (Mainland),,,Pending,Merger,,,5051392149,5083167203,06/11/2019,,25/07/2012,,,,,Asia Pacific Excluding Central Asia,,
3937375040,06/15/2022,06/15/2022,0.00,Guaresi SpA,Industrials,Machinery,Italy,Finance for Food One,Financials,Other Financials,Italy,Ethica Group,Vitale&Co-IMAP,Completed,Merger,,,,5046280764,01/01/1932,,,,24.52,,,Europe,,5.77
3937390040,04/11/2022,04/11/2022,0.00,Hunter H2O Holdings Pty Ltd,Energy and Power,Water and Waste Management,Australia,Beca Corporate Holdings Ltd,Industrials,Building/Construction & Engineering,New Zealand,,,Completed,Merger,,,5068310781,5063303827,01/01/2014,,01/01/1920,,,,,Asia Pacific Excluding Central Asia,,
3937400040,05/31/2022,05/31/2022,0.00,S2M2 Coal Pty Ltd,Materials,Metals & Mining,Australia,Shareholders,Financials,Other Financials,Australia,,,Pending,Acquisition,,,,5046735704,,,,,,,,Asia Pacific Excluding Central Asia,,
3937409040,06/08/2022,06/08/2022,0.00,Wingg Solucoes E Tecnologia Ltda,High Technology,IT Consulting & Services,Brazil,Boston Consulting Group Inc,Consumer Products and Services,Professional Services,United States,,,Completed,Merger,,,4296562358,5083167578,,,01/01/1963,,,,,Americas,,
3937419040,06/21/2022,06/21/2022,0.00,SSC Design Studio AB,High Technology,E-commerce / B2B,Sweden,Sow & Reap AB,Financials,Other Financials,Sweden,,,Completed,Merger,,,5060693194,5079235601,,,01/01/2015,,0.02,,,Europe,,-0.08
3937422040,05/09/2022,05/09/2022,1.01,Symbio Me AB,Healthcare,Healthcare Equipment & Supplies,Sweden,Learning 2 Sleep L2s AB,High Technology,Software,Sweden,,,Pending,Merger,,,5072813431,5082114286,,,01/01/2010,,,2.26,,Europe,,
3937450020,06/21/2022,06/21/2022,0.00,Global Snacking Co,Consumer Staples,Food and Beverage,United States,Shareholders,Financials,Other Financials,United States,Morgan Stanley|Goldman Sachs & Co,,Pending,Acquisition,,,,5083167638,,,,,,,,Americas,,
3937451020,06/21/2022,06/21/2022,0.00,North America Cereal Co,Consumer Staples,Food and Beverage,United States,Shareholders,Financials,Other Financials,United States,Morgan Stanley|Goldman Sachs & Co,,Pending,Acquisition,,,,5083167640,,,,,,,,Americas,,
3937455020,06/21/2022,06/21/2022,0.00,Plant Co,Consumer Staples,Food and Beverage,United States,Shareholders,Financials,Other Financials,United States,Morgan Stanley|Goldman Sachs & Co,,Pending,Acquisition,,,,5083167644,,,,,,,,Americas,,
3937464040,06/20/2022,06/20/2022,15.54,Palmex Mining Oy,Materials,Metals & Mining,Finland,Mahvie Minerals AB,Materials,Metals & Mining,Sweden,,,Pending,Merger,,,5083167346,5083167648,,,,0.02,,,,Europe,,
3937466040,06/20/2022,06/20/2022,7.09,Invenco Oy,High Technology,IT Consulting & Services,Finland,Innofactor PLC,High Technology,IT Consulting & Services,Finland,KPMG,,Completed,Merger,75.00,,,5045950801,,,27/01/1983,,,,,Europe,,
3937479020,06/21/2022,06/21/2022,"3,600.00",Roxe Holdings Inc,Financials,Other Financials,United States,Goldenstone Acquisition Ltd,Financials,Alternative Financial Investments,United States,,,Pending,Merger,,,5081056354,5082054651,01/01/2019,,09/09/2020,0.02,,74.90,,Americas,,
