,business.type,business.value,businessLabel.type,businessLabel.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,businessLabel.xml:lang,origindate.datatype,origindate.type,origindate.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,equity.datatype,equity.type,equity.value,assets.datatype,assets.type,assets.value,markcap.datatype,markcap.type,markcap.value,country
74,uri,http://www.wikidata.org/entity/Q124021049,literal,Q124021049,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165919,literal,,literal,,literal,http://www.wikidata.org/entity/Q60617068,literal,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
75,uri,http://www.wikidata.org/entity/Q3345174,literal,Nouvelle Librairie Nationale,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165792,literal,,literal,http://www.wikidata.org/entity/Q3084081,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1900-01-01T00:00:00Z,fr,literal,La Nouvelle Librairie,,,,,,,,,,,,,,,,wd:Q142
76,uri,http://www.wikidata.org/entity/Q3063398,literal,Fram,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112166092,literal,,literal,,literal,http://www.wikidata.org/entity/Q7880,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
77,uri,http://www.wikidata.org/entity/Q692179,literal,Interflora,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q112166112,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1908-09-17T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
78,uri,http://www.wikidata.org/entity/Q115013410,literal,Coiff&Co,uri,http://www.wikidata.org/entity/Q39,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
79,uri,http://www.wikidata.org/entity/Q895021,literal,Bouillon Racine,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1906-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
80,uri,http://www.wikidata.org/entity/Q114180329,literal,Q114180329,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112166112,literal,,literal,,literal,,literal,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
81,uri,http://www.wikidata.org/entity/Q114810641,literal,Benoit Audition,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q126668,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
82,uri,http://www.wikidata.org/entity/Q109349331,literal,La Régulière,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165792,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-09-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
83,uri,http://www.wikidata.org/entity/Q16684398,literal,Q16684398,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,,wd:Q142
84,uri,http://www.wikidata.org/entity/Q118111553,literal,Poli-sons,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,http://www.wikidata.org/entity/Q118111566,literal,"http://www.wikidata.org/entity/Q318082, http://www.wikidata.org/entity/Q204505",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
85,uri,http://www.wikidata.org/entity/Q3080638,literal,Q3080638,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,,wd:Q142
86,uri,http://www.wikidata.org/entity/Q676585,literal,Fnac,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165832,literal,,literal,,literal,http://www.wikidata.org/entity/Q193877,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-01-01T00:00:00Z,fr,literal,Fédération nationale d'achats,http://www.w3.org/2001/XMLSchema#decimal,literal,26018,,,,,,,,,,,,,wd:Q142
87,uri,http://www.wikidata.org/entity/Q276804,literal,Robin Aircraft,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112165459, http://www.wikidata.org/entity/Q2876213",literal,,literal,,literal,http://www.wikidata.org/entity/Q46375,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1957-10-01T00:00:00Z,en,literal,Robin Aircraft,,,,,,,,,,,,,,,,wd:Q142
88,uri,http://www.wikidata.org/entity/Q45320665,literal,Wiki Valley,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165968,literal,,literal,,literal,http://www.wikidata.org/entity/Q906642,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-06-24T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
89,uri,http://www.wikidata.org/entity/Q109349091,literal,Le Comptoir des Lettres,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165792,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-03-18T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
90,uri,http://www.wikidata.org/entity/Q2840273,literal,Alta Frequenza,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165952,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
91,uri,http://www.wikidata.org/entity/Q629326,literal,Flunch,uri,http://www.wikidata.org/entity/Q29,literal,http://www.wikidata.org/entity/Q112165907,literal,,literal,,literal,http://www.wikidata.org/entity/Q43295,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1971-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
92,uri,http://www.wikidata.org/entity/Q57703833,literal,Q57703833,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-11-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
93,uri,http://www.wikidata.org/entity/Q124152256,literal,RVA,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
94,uri,http://www.wikidata.org/entity/Q30343919,literal,Nintendo France,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
95,uri,http://www.wikidata.org/entity/Q188273,literal,Ubisoft,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165928,literal,http://www.wikidata.org/entity/Q3573697,literal,,literal,"http://www.wikidata.org/entity/Q18102, http://www.wikidata.org/entity/Q647",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-03-28T00:00:00Z,en,literal,Ubisoft Entertainment SA,http://www.w3.org/2001/XMLSchema#decimal,literal,20324,http://www.w3.org/2001/XMLSchema#decimal,literal,105200000,http://www.w3.org/2001/XMLSchema#decimal,literal,1321553000,http://www.w3.org/2001/XMLSchema#decimal,literal,3604841000,http://www.w3.org/2001/XMLSchema#decimal,literal,6232000000,wd:Q142
96,uri,http://www.wikidata.org/entity/Q101552261,literal,Au Grandgousier,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
97,uri,http://www.wikidata.org/entity/Q111995051,literal,Enodo Games,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165928,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
98,uri,http://www.wikidata.org/entity/Q97293296,literal,Q97293296,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165937,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-12-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
99,uri,http://www.wikidata.org/entity/Q217374,literal,Ligue 2,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1148179,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1933-01-01T00:00:00Z,fr,literal,Ligue 2,,,,,,,,,,,,,,,,wd:Q142
100,uri,http://www.wikidata.org/entity/Q3029396,literal,Total Direct Énergie,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112165530, http://www.wikidata.org/entity/Q844861, http://www.wikidata.org/entity/Q383973",literal,http://www.wikidata.org/entity/Q33110191,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
101,uri,http://www.wikidata.org/entity/Q109932485,literal,PID Games,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q6441,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
102,uri,http://www.wikidata.org/entity/Q109355570,literal,Ployez-Jacquemart,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165185,literal,"http://www.wikidata.org/entity/Q109361145, http://www.wikidata.org/entity/Q109362261",literal,,literal,http://www.wikidata.org/entity/Q615159,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1930-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
103,uri,http://www.wikidata.org/entity/Q55597561,literal,LISEA,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q193920, http://www.wikidata.org/entity/Q1479",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-10-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
104,uri,http://www.wikidata.org/entity/Q3023222,literal,Dennlys Park,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
105,uri,http://www.wikidata.org/entity/Q110067293,literal,supeco,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
106,uri,http://www.wikidata.org/entity/Q1475554,literal,Sodexo,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165913,literal,,literal,,literal,http://www.wikidata.org/entity/Q135265,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1966-01-01T00:00:00Z,fr,literal,société d'exploitation hôtelière,http://www.w3.org/2001/XMLSchema#decimal,literal,420000,http://www.w3.org/2001/XMLSchema#decimal,literal,695000000,,,,,,,,,,wd:Q142
107,uri,http://www.wikidata.org/entity/Q3046689,literal,Eau de Paris,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112165539, http://www.wikidata.org/entity/Q474883",literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
108,uri,http://www.wikidata.org/entity/Q819331,literal,Bussang,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,,,,fr,literal,Bussang,,,,,,,,,,,,,,,,wd:Q142
109,uri,http://www.wikidata.org/entity/Q2864855,literal,Artefacts Studio,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112165928, http://www.wikidata.org/entity/Q941594",literal,,literal,,literal,http://www.wikidata.org/entity/Q456,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
110,uri,http://www.wikidata.org/entity/Q105105839,literal,Cosmoparis,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165803,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
111,uri,http://www.wikidata.org/entity/Q217374,literal,Ligue 2,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1148179,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1933-01-01T00:00:00Z,fr,literal,National,,,,,,,,,,,,,,,,wd:Q142
112,uri,http://www.wikidata.org/entity/Q3416853,literal,Radio Star,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112166193,literal,,literal,,literal,http://www.wikidata.org/entity/Q23482,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
113,uri,http://www.wikidata.org/entity/Q164039,literal,TV Breizh,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q172455,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
114,uri,http://www.wikidata.org/entity/Q57657260,literal,Contec Inc.,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1456,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
115,uri,http://www.wikidata.org/entity/Q65154379,literal,Dille & Kamille,uri,http://www.wikidata.org/entity/Q31,literal,http://www.wikidata.org/entity/Q126793,literal,http://www.wikidata.org/entity/Q124637285,literal,,literal,http://www.wikidata.org/entity/Q39297398,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,nl,literal,Dille & Kamille (International) B.V.,,,,,,,,,,,,,,,,wd:Q142
116,uri,http://www.wikidata.org/entity/Q1161666,literal,Thales Group,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q936518, http://www.wikidata.org/entity/Q392933, http://www.wikidata.org/entity/Q112166038, http://www.wikidata.org/entity/Q25245117",literal,"http://www.wikidata.org/entity/Q556539, http://www.wikidata.org/entity/Q18744665",literal,,literal,"http://www.wikidata.org/entity/Q2041005, http://www.wikidata.org/entity/Q987729, http://www.wikidata.org/entity/Q48958",literal,http://www.wikidata.org/entity/Q648828,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-12-06T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,68000,http://www.w3.org/2001/XMLSchema#decimal,literal,1120600000,,,,,,,,,,wd:Q142
117,uri,http://www.wikidata.org/entity/Q98843955,literal,Gypse,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-07-06T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
118,uri,http://www.wikidata.org/entity/Q100744835,literal,Q100744835,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q337636,literal,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
119,uri,http://www.wikidata.org/entity/Q116193091,literal,Api,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112165756, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q142,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2022-01-01T00:00:00Z,fr,literal,Api distribution,,,,,,,,,,,,,,,,wd:Q142
120,uri,http://www.wikidata.org/entity/Q76835358,literal,Q76835358,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165968,literal,,literal,,literal,http://www.wikidata.org/entity/Q182481,literal,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-05-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
121,uri,http://www.wikidata.org/entity/Q1107319,literal,Cokin,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165394,literal,,literal,,literal,http://www.wikidata.org/entity/Q478105,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,10,,,,,,,,,,,,,wd:Q142
122,uri,http://www.wikidata.org/entity/Q16672027,literal,Q16672027,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,,wd:Q142
123,uri,http://www.wikidata.org/entity/Q3098278,literal,SNCF Gares & Connexions,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165880,literal,,literal,http://www.wikidata.org/entity/Q2868805,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-04-07T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
124,uri,http://www.wikidata.org/entity/Q3413243,literal,Château de la Gaude,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
125,uri,http://www.wikidata.org/entity/Q105395188,literal,Frédéric Moreno,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
126,uri,http://www.wikidata.org/entity/Q108442980,literal,Q108442980,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,,wd:Q142
127,uri,http://www.wikidata.org/entity/Q113499353,literal,La Caserne,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112166112,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
128,uri,http://www.wikidata.org/entity/Q32847287,literal,Transkeo T11,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112165845, http://www.wikidata.org/entity/Q2861206",literal,,literal,,literal,http://www.wikidata.org/entity/Q160506,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-11-24T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,92,,,,,,,,,,,,,wd:Q142
129,uri,http://www.wikidata.org/entity/Q217599,literal,Carrefour,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q331814, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1959-11-30T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
130,uri,http://www.wikidata.org/entity/Q3579517,literal,Stock,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1896-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
131,uri,http://www.wikidata.org/entity/Q571665,literal,Nexter,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112165461, http://www.wikidata.org/entity/Q392933",literal,,literal,,literal,"http://www.wikidata.org/entity/Q3581, http://www.wikidata.org/entity/Q621",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
132,uri,http://www.wikidata.org/entity/Q113531639,literal,Odéon-Théâtre de l'Europe,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1782-04-09T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
133,uri,http://www.wikidata.org/entity/Q98362661,literal,Roquette,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
134,uri,http://www.wikidata.org/entity/Q28134147,literal,Loft design by,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
135,uri,http://www.wikidata.org/entity/Q122050725,literal,Prose Beauty,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q12752882,literal,,literal,,literal,http://www.wikidata.org/entity/Q18419,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
136,uri,http://www.wikidata.org/entity/Q110514241,literal,MYM,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
137,uri,http://www.wikidata.org/entity/Q1368909,literal,Essilor,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112165495, http://www.wikidata.org/entity/Q6657015",literal,,literal,,literal,http://www.wikidata.org/entity/Q212793,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,34320,,,,,,,,,,,,,wd:Q142
