,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,markcap.datatype,markcap.type,markcap.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,country
328,uri,http://www.wikidata.org/entity/Q589757,en,literal,MyHeritage,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q47307,literal,,literal,,literal,http://www.wikidata.org/entity/Q950347,literal,,,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,430,,,,wd:Q801
329,uri,http://www.wikidata.org/entity/Q250362,en,literal,Israel Discount Bank Ltd.,http://www.w3.org/2001/XMLSchema#dateTime,literal,1935-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q1416657,literal,,literal,,literal,"http://www.wikidata.org/entity/Q107476193, http://www.wikidata.org/entity/Q201051",literal,,he,literal,"בנק דיסקונט לישראל בע""מ",http://www.w3.org/2001/XMLSchema#decimal,literal,25086589000,,,,,,,wd:Q801
330,uri,http://www.wikidata.org/entity/Q109289327,en,literal,Get Fabric,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
331,uri,http://www.wikidata.org/entity/Q2666775,en,literal,Bank Hapoalim B.M.,http://www.w3.org/2001/XMLSchema#dateTime,literal,1921-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q837171,literal,"http://www.wikidata.org/entity/Q65581460, http://www.wikidata.org/entity/Q6855185, http://www.wikidata.org/entity/Q86006538",literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,he,literal,"בנק הפועלים בע""מ",http://www.w3.org/2001/XMLSchema#decimal,literal,43180000000,http://www.w3.org/2001/XMLSchema#decimal,literal,8800,,,,wd:Q801
332,uri,http://www.wikidata.org/entity/Q6773854,en,literal,Ein Harod museum of art,http://www.w3.org/2001/XMLSchema#dateTime,literal,1937-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
333,uri,http://www.wikidata.org/entity/Q2910498,en,literal,Spacecom,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q25245117,literal,,literal,,literal,http://www.wikidata.org/entity/Q192807,literal,,he,literal,חלל-תקשורת בע''מ,http://www.w3.org/2001/XMLSchema#decimal,literal,112077000,,,,,,,wd:Q801
334,uri,http://www.wikidata.org/entity/Q806641,en,literal,Bank Leumi Le- Israel B.m.,http://www.w3.org/2001/XMLSchema#dateTime,literal,1902-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q1416657,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,he,literal,"בנק לאומי לישראל בע""מ",http://www.w3.org/2001/XMLSchema#decimal,literal,50189104000,,,,,,,wd:Q801
335,uri,http://www.wikidata.org/entity/Q7444794,en,literal,Seculert,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q3510521,literal,,literal,,literal,http://www.wikidata.org/entity/Q190828,literal,,,,,,,,,,,,,,wd:Q801
336,uri,http://www.wikidata.org/entity/Q28016084,en,literal,Engie Motors,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
337,uri,http://www.wikidata.org/entity/Q5213706,en,literal,Dan Hotels  Ltd.,http://www.w3.org/2001/XMLSchema#dateTime,literal,1947-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q27686,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,he,literal,מלונות דן בע''מ,http://www.w3.org/2001/XMLSchema#decimal,literal,3182444000,http://www.w3.org/2001/XMLSchema#decimal,literal,3600,,,,wd:Q801
338,uri,http://www.wikidata.org/entity/Q121026924,en,literal,Pil Animation,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q11425,literal,http://www.wikidata.org/entity/Q121026811,literal,,literal,http://www.wikidata.org/entity/Q190828,literal,,,,,,,,,,,,,,wd:Q801
339,uri,http://www.wikidata.org/entity/Q102242426,en,literal,Har Bracha Tahini,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q627371,literal,,literal,,literal,http://www.wikidata.org/entity/Q2304906,literal,,,,,,,,,,,,,,wd:Q801
340,uri,http://www.wikidata.org/entity/Q6761151,en,literal,BUG MultiSystem,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2895304,literal,,,,,,,,,,,,,,wd:Q801
341,uri,http://www.wikidata.org/entity/Q7187611,en,literal,Bank Yahav,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1218,literal,,,,,,,,,,,,,,wd:Q801
342,uri,http://www.wikidata.org/entity/Q65249705,en,literal,Gad dairies,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
343,uri,http://www.wikidata.org/entity/Q6582801,,literal,Q6582801,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q1415395,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
344,uri,http://www.wikidata.org/entity/Q5476569,en,literal,Fox-wizel Ltd.,http://www.w3.org/2001/XMLSchema#dateTime,literal,1942-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q12684,literal,,literal,,literal,http://www.wikidata.org/entity/Q192811,literal,,he,literal,פוקס-ויזל בע''מ,http://www.w3.org/2001/XMLSchema#decimal,literal,5733444000,http://www.w3.org/2001/XMLSchema#decimal,literal,6800,,,,wd:Q801
345,uri,http://www.wikidata.org/entity/Q31197421,en,literal,CityPass Ltd,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q7590,literal,,literal,,literal,http://www.wikidata.org/entity/Q1218,literal,,,,,,,,,,,,,,wd:Q801
346,uri,http://www.wikidata.org/entity/Q104772219,,literal,Q104772219,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
347,uri,http://www.wikidata.org/entity/Q43295781,en,literal,Tamnoon,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,400,,,,wd:Q801
348,uri,http://www.wikidata.org/entity/Q30561822,en,literal,Sella Meir Publishing,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q152413, http://www.wikidata.org/entity/Q1218",literal,,,,,,,,,,,,,,wd:Q801
349,uri,http://www.wikidata.org/entity/Q115921434,en,literal,Cofix Global,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q184,literal,,literal,http://www.wikidata.org/entity/Q115921261,literal,,literal,http://www.wikidata.org/entity/Q229,literal,,,,,,,,,,,,,,wd:Q801
350,uri,http://www.wikidata.org/entity/Q1265181,en,literal,Dun & Bradstreet,http://www.w3.org/2001/XMLSchema#dateTime,literal,1841-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q3472467, http://www.wikidata.org/entity/Q16568",literal,,,,,,,,,,,,,,wd:Q801
351,uri,http://www.wikidata.org/entity/Q2894551,en,literal,Coalition of Women for Peace,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q708312,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
352,uri,http://www.wikidata.org/entity/Q7431023,en,literal,Schechter Institute of Jewish Studies,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
353,uri,http://www.wikidata.org/entity/Q2903265,en,literal,Union Bank Of Israel Ltd.,http://www.w3.org/2001/XMLSchema#dateTime,literal,1951-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q22687,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
354,uri,http://www.wikidata.org/entity/Q66881275,en,literal,Bat Yaar,,,,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
355,uri,http://www.wikidata.org/entity/Q66827962,en,literal,XO,,,,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
356,uri,http://www.wikidata.org/entity/Q28870049,en,literal,The babylonian jewry heritage center,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
357,uri,http://www.wikidata.org/entity/Q114865959,en,literal,Twins Falafel,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
358,uri,http://www.wikidata.org/entity/Q6895538,en,literal,AmphoraeWines,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q105944541,literal,,literal,,literal,http://www.wikidata.org/entity/Q2777147,literal,,,,,,,,,,,,,,wd:Q801
359,uri,http://www.wikidata.org/entity/Q6594741,en,literal,iDigital,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
360,uri,http://www.wikidata.org/entity/Q115921434,en,literal,Cofix Global,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,http://www.wikidata.org/entity/Q115921261,literal,,literal,http://www.wikidata.org/entity/Q229,literal,,,,,,,,,,,,,,wd:Q801
361,uri,http://www.wikidata.org/entity/Q110687861,en,literal,New Deli,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q81799,literal,,literal,,literal,,literal,,he,literal,ניו דלי,,,,,,,,,,wd:Q801
362,uri,http://www.wikidata.org/entity/Q106946293,en,literal,BigID,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q880371,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,,,,,,,,,,wd:Q801
363,uri,http://www.wikidata.org/entity/Q104599960,,literal,Q104599960,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1218,literal,,,,,,,,,,,,,,wd:Q801
364,uri,http://www.wikidata.org/entity/Q16130352,en,literal,Dor Alon Energy In Israel (1988) Ltd,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q2151621,literal,,literal,,literal,,literal,,he,literal,דור אלון אנרגיה בישראל (1988) בע''מ,http://www.w3.org/2001/XMLSchema#decimal,literal,1945097000,,,,,,,wd:Q801
365,uri,http://www.wikidata.org/entity/Q104867461,en,literal,VAST Data,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-12-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
366,uri,http://www.wikidata.org/entity/Q1539183,en,literal,Hot,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,"http://www.wikidata.org/entity/Q944584, http://www.wikidata.org/entity/Q723685, http://www.wikidata.org/entity/Q184452",literal,,literal,,literal,http://www.wikidata.org/entity/Q801,literal,,he,literal,"הוט-מערכות תקשורת בע""מ",,,,,,,,,,wd:Q801
367,uri,http://www.wikidata.org/entity/Q25489624,en,literal,Café Margoa,http://www.w3.org/2001/XMLSchema#dateTime,literal,1936-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
368,uri,http://www.wikidata.org/entity/Q6565462,,literal,Q6565462,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
369,uri,http://www.wikidata.org/entity/Q105577061,en,literal,Asia Publishers,,,,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
370,uri,http://www.wikidata.org/entity/Q109567777,en,literal,Lusha Systems,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
371,uri,http://www.wikidata.org/entity/Q85870905,en,literal,Assiwar,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q41621,literal,,,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,10,,,,wd:Q801
372,uri,http://www.wikidata.org/entity/Q86005273,en,literal,Gal Einai,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2570492,literal,,,,,,,,,,,,,,wd:Q801
373,uri,http://www.wikidata.org/entity/Q7210646,en,literal,Israeli Opera,http://www.w3.org/2001/XMLSchema#dateTime,literal,1985-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
374,uri,http://www.wikidata.org/entity/Q66827446,en,literal,La Vaca Loca,,,,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
375,uri,http://www.wikidata.org/entity/Q17492375,en,literal,Burgers Bar,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q801,literal,,,,,,,,,,,,,,wd:Q801
376,uri,http://www.wikidata.org/entity/Q105620681,,literal,Q105620681,,,,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q190828,literal,,,,,,,,,,,,,,wd:Q801
377,uri,http://www.wikidata.org/entity/Q16341218,,literal,Q16341218,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
378,uri,http://www.wikidata.org/entity/Q105620578,,literal,Q105620578,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q863886,literal,,,,,,,,,,,,,,wd:Q801
379,uri,http://www.wikidata.org/entity/Q12406954,en,literal,KZ Radio,,,,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
380,uri,http://www.wikidata.org/entity/Q6485288,en,literal,Landwer coffee,http://www.w3.org/2001/XMLSchema#dateTime,literal,1919-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q192213,literal,,,,,,,,,,,,,,wd:Q801
381,uri,http://www.wikidata.org/entity/Q64767399,en,literal,Port 19,,,,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
382,uri,http://www.wikidata.org/entity/Q16132362,en,literal,Caesar Premier Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
383,uri,http://www.wikidata.org/entity/Q2915148,en,literal,Mekorot Water Company Ltd,http://www.w3.org/2001/XMLSchema#dateTime,literal,1937-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q474883,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,he,literal,"מקורות חברת מים בע""מ",,,,,,,,,,wd:Q801
384,uri,http://www.wikidata.org/entity/Q65250833,en,literal,Kfar Menahem Ceramic,http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q45621,literal,,literal,,literal,http://www.wikidata.org/entity/Q2392212,literal,,,,,,,,,,,,,,wd:Q801
385,uri,http://www.wikidata.org/entity/Q846655,en,literal,Israel Railways Corporation Ltd,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q7283969,literal,http://www.wikidata.org/entity/Q20757869,literal,,literal,http://www.wikidata.org/entity/Q2440741,literal,,he,literal,"רכבת ישראל בע""מ",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1900,,,,wd:Q801
386,uri,http://www.wikidata.org/entity/Q903957,en,literal,Icl Group Ltd,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,http://www.wikidata.org/entity/Q18205587,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,he,literal,"איי.סי.אל גרופ בע""מ",http://www.w3.org/2001/XMLSchema#decimal,literal,36610262000,,,,,,,wd:Q801
387,uri,http://www.wikidata.org/entity/Q106687542,en,literal,TransJerusalem J-Net LTD,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q3565868,literal,,literal,,literal,http://www.wikidata.org/entity/Q1218,literal,,,,,,,,,,,,,,wd:Q801
388,uri,http://www.wikidata.org/entity/Q60752890,en,literal,Sarine,,,,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
389,uri,http://www.wikidata.org/entity/Q108836932,en,literal,Orca Security,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
390,uri,http://www.wikidata.org/entity/Q6543553,en,literal,Israel Society for Biblical Research,http://www.w3.org/2001/XMLSchema#dateTime,literal,1950-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
391,uri,http://www.wikidata.org/entity/Q108678966,en,literal,Moshbutz,,,,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q801,literal,,,,,,,,,,,,,,wd:Q801
392,uri,http://www.wikidata.org/entity/Q97210886,en,literal,Flafel Orion,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
393,uri,http://www.wikidata.org/entity/Q16129872,en,literal,PhotoHouse,http://www.w3.org/2001/XMLSchema#dateTime,literal,1936-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
394,uri,http://www.wikidata.org/entity/Q117663581,en,literal,Captain Burger,,,,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
395,uri,http://www.wikidata.org/entity/Q5367351,en,literal,Elron Ventures Ltd,http://www.w3.org/2001/XMLSchema#dateTime,literal,1961-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q1519843,literal,,literal,,literal,http://www.wikidata.org/entity/Q41621,literal,,he,literal,אלרון ונצ'רס בע''מ,http://www.w3.org/2001/XMLSchema#decimal,literal,489198000,,,,,,,wd:Q801
396,uri,http://www.wikidata.org/entity/Q7251166,en,literal,Protalix Biotherapeutics Inc,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q7108,literal,,literal,,literal,http://www.wikidata.org/entity/Q152418,literal,,he,literal,פרוטליקס ביות'רפיוטיקס אינק,http://www.w3.org/2001/XMLSchema#decimal,literal,178814000,,,,,,,wd:Q801
397,uri,http://www.wikidata.org/entity/Q108828690,en,literal,Reuveni Pridan,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q216931,literal,,literal,,literal,http://www.wikidata.org/entity/Q152467,literal,,,,,,,,,,,,,,wd:Q801
398,uri,http://www.wikidata.org/entity/Q123477393,en,literal,Silo Cafe,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
399,uri,http://www.wikidata.org/entity/Q2592472,en,literal,Zochrot,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
400,uri,http://www.wikidata.org/entity/Q18390972,en,literal,Roladin,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q801,literal,,,,,,,,,,,,,,wd:Q801
401,uri,http://www.wikidata.org/entity/Q98124750,,literal,Q98124750,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
402,uri,http://www.wikidata.org/entity/Q124352463,en,literal,SciSparc,,,,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q507443,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
403,uri,http://www.wikidata.org/entity/Q6426926,en,literal,Kol Chai,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q56611639,literal,,literal,,literal,http://www.wikidata.org/entity/Q152467,literal,http://www.wikidata.org/entity/Q4568494,,,,,,,,,,,,,wd:Q801
404,uri,http://www.wikidata.org/entity/Q106013703,en,literal,Vitkin Winery,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q2495402,literal,,,,,,,,,,,,,,wd:Q801
405,uri,http://www.wikidata.org/entity/Q12404180,en,literal,ACUM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1936-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q728265,literal,,literal,,literal,http://www.wikidata.org/entity/Q192807,literal,,en,literal,"Society of Authors, Composers and Music Publishers in Israel",,,,,,,,,,wd:Q801
406,uri,http://www.wikidata.org/entity/Q31198121,en,literal,Kan 88,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-05-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
407,uri,http://www.wikidata.org/entity/Q1536651,en,literal,Pelephone,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,http://www.wikidata.org/entity/Q105217686,literal,,literal,http://www.wikidata.org/entity/Q190828,literal,,,,,,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,-25000000,wd:Q801
408,uri,http://www.wikidata.org/entity/Q73878156,en,literal,Nine Lives,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
