,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,markcap.datatype,markcap.type,markcap.value,equity.datatype,equity.type,equity.value,assets.datatype,assets.type,assets.value,country
79,uri,http://www.wikidata.org/entity/Q52161556,en,literal,Teshirosawa Onsen,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
80,uri,http://www.wikidata.org/entity/Q19727758,en,literal,Willer Trains,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-07-14T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q22667,literal,,literal,,literal,http://www.wikidata.org/entity/Q6884476,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
81,uri,http://www.wikidata.org/entity/Q11342840,en,literal,Mirage Land,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
82,uri,http://www.wikidata.org/entity/Q11351680,en,literal,Warner Bros. Japan,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-05-29T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
83,uri,http://www.wikidata.org/entity/Q333894,en,literal,Tokyo Electric Power Company Holdings,http://www.w3.org/2001/XMLSchema#dateTime,literal,1951-05-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q2316331,literal,,literal,,literal,http://www.wikidata.org/entity/Q3346569,literal,,ja,literal,東京電力ホールディングス株式会社,,,,,,,,,,,,,,,,wd:Q17
84,uri,http://www.wikidata.org/entity/Q11529039,en,literal,Matsunoyama Onsen Ski Area,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
85,uri,http://www.wikidata.org/entity/Q1030691,en,literal,NTT Data Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,"http://www.wikidata.org/entity/Q1540863, http://www.wikidata.org/entity/Q1481411",literal,,literal,,literal,http://www.wikidata.org/entity/Q3536037,literal,,ja,literal,エヌ・ティ・ティ・データ通信株式会社,,,,,,,,,,,,,,,,wd:Q17
86,uri,http://www.wikidata.org/entity/Q11286200,en,literal,Aeon Retail,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-07-30T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q170616,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
87,uri,http://www.wikidata.org/entity/Q7142290,en,literal,Pasona,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-09-27T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q55638,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
88,uri,http://www.wikidata.org/entity/Q11282458,en,literal,IRIS Ohyama,http://www.w3.org/2001/XMLSchema#dateTime,literal,1971-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q187939,literal,,literal,,literal,http://www.wikidata.org/entity/Q46747,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
89,uri,http://www.wikidata.org/entity/Q11277206,en,literal,Funabashi H. C. Andersen Park,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,ja,literal,ふなばしアンデルセン公園,,,,,,,,,,,,,,,,wd:Q17
90,uri,http://www.wikidata.org/entity/Q10854507,en,literal,FM Kagawa,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-09-19T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q161454,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
91,uri,http://www.wikidata.org/entity/Q7428583,en,literal,Sawanotsuru,http://www.w3.org/2001/XMLSchema#dateTime,literal,1717-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11501527,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
92,uri,http://www.wikidata.org/entity/Q11230111,en,literal,Light,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-06-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,"http://www.wikidata.org/entity/Q210661, http://www.wikidata.org/entity/Q1490",literal,,en,literal,Light,,,,,,,,,,,,,,,,wd:Q17
93,uri,http://www.wikidata.org/entity/Q11479673,,literal,Q11479673,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
94,uri,http://www.wikidata.org/entity/Q1091203,en,literal,Chubu Electric Power,http://www.w3.org/2001/XMLSchema#dateTime,literal,1951-05-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q1341477,literal,,literal,,literal,http://www.wikidata.org/entity/Q18338960,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
95,uri,http://www.wikidata.org/entity/Q56459325,en,literal,SYNNEX Japan Corporation,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
96,uri,http://www.wikidata.org/entity/Q11353840,en,literal,Manza Onsen Ski Resort,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
97,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,,,,,,,,,,,,,wd:Q17
98,uri,http://www.wikidata.org/entity/Q11296882,en,literal,Kinema-Junpo,http://www.w3.org/2001/XMLSchema#dateTime,literal,1923-08-19T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
99,uri,http://www.wikidata.org/entity/Q11287978,en,literal,E-NET FRONTIER,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-04-13T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
100,uri,http://www.wikidata.org/entity/Q11045417,en,literal,Yamagata Railway,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-04-20T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q22667,literal,,literal,,literal,http://www.wikidata.org/entity/Q847557,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
101,uri,http://www.wikidata.org/entity/Q11292159,en,literal,ONODEN,http://www.w3.org/2001/XMLSchema#dateTime,literal,1951-06-30T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q126793,literal,http://www.wikidata.org/entity/Q11463902,literal,,literal,http://www.wikidata.org/entity/Q3347175,literal,,ja,literal,株式会社オノデン,,,,,,,,,,,,,,,,wd:Q17
102,uri,http://www.wikidata.org/entity/Q11591206,en,literal,Fukushin,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-10-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
103,uri,http://www.wikidata.org/entity/Q1479654,en,literal,Wiley,http://www.w3.org/2001/XMLSchema#dateTime,literal,1807-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q138578,literal,,en,literal,"John Wiley & Sons, Inc.",,,,,,,,,,,,,,,,wd:Q17
104,uri,http://www.wikidata.org/entity/Q1407078,en,literal,Kato Precision Railroad Models,http://www.w3.org/2001/XMLSchema#dateTime,literal,1957-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q3565868,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
105,uri,http://www.wikidata.org/entity/Q11319798,en,literal,Tv asahi ch.,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
106,uri,http://www.wikidata.org/entity/Q2214105,en,literal,SoftBank Mobile,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-10-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,ja,literal,ソフトバンク株式会社,http://www.w3.org/2001/XMLSchema#decimal,literal,6700,,,,,,,,,,,,,wd:Q17
107,uri,http://www.wikidata.org/entity/Q11296546,en,literal,Gala Yuzawa,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
108,uri,http://www.wikidata.org/entity/Q176572,en,literal,Horiba,http://www.w3.org/2001/XMLSchema#dateTime,literal,1945-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q11650,literal,,literal,,literal,http://www.wikidata.org/entity/Q34600,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
109,uri,http://www.wikidata.org/entity/Q113196377,,literal,Q113196377,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q336438,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
110,uri,http://www.wikidata.org/entity/Q11502364,en,literal,Shinnihon Shuppansha,http://www.w3.org/2001/XMLSchema#dateTime,literal,1957-02-21T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q2085381,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
111,uri,http://www.wikidata.org/entity/Q11489165,en,literal,Gotemba Kōgen Resort Toki no Sumika,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
112,uri,http://www.wikidata.org/entity/Q564554,en,literal,Tokyo Dome City,http://www.w3.org/2001/XMLSchema#dateTime,literal,1955-07-09T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
113,uri,http://www.wikidata.org/entity/Q11378214,en,literal,Yoyogi Animation Gakuin,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-05-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q55638,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
114,uri,http://www.wikidata.org/entity/Q108541196,en,literal,Funayama Onsen,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
115,uri,http://www.wikidata.org/entity/Q11367334,en,literal,Chubu Yakuhin,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-02-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
116,uri,http://www.wikidata.org/entity/Q100742131,en,literal,"Owltech Co.,Ltd.",,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q734390,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
117,uri,http://www.wikidata.org/entity/Q3180921,en,literal,Tokyo Medical and Dental University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1946-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q212713,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
118,uri,http://www.wikidata.org/entity/Q116031063,en,literal,Sony Honda Mobility,http://www.w3.org/2001/XMLSchema#dateTime,literal,2022-09-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,http://www.wikidata.org/entity/Q190088,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
119,uri,http://www.wikidata.org/entity/Q11293987,en,literal,KAKUBARHYTHM,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
120,uri,http://www.wikidata.org/entity/Q5365456,en,literal,CUFFS,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q236680,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
121,uri,http://www.wikidata.org/entity/Q843253,en,literal,Nara Institute of Science and Technology,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,ja,literal,奈良先端科学技術大学院大学,,,,,,,,,,,,,,,,wd:Q17
122,uri,http://www.wikidata.org/entity/Q850608,en,literal,Rising Production,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q173799,literal,,literal,,literal,http://www.wikidata.org/entity/Q1193420,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,50,,,,,,,,,,,,,wd:Q17
123,uri,http://www.wikidata.org/entity/Q65242931,en,literal,Miffy Cafe Kamaishi,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
124,uri,http://www.wikidata.org/entity/Q11349759,en,literal,Red Baron,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q80434,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
125,uri,http://www.wikidata.org/entity/Q11306346,en,literal,Zag Zag,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-04-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q132936,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
126,uri,http://www.wikidata.org/entity/Q11326566,en,literal,Hanamaruki Foods,http://www.w3.org/2001/XMLSchema#dateTime,literal,1918-11-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q127877,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
127,uri,http://www.wikidata.org/entity/Q51211653,en,literal,Osaka Metro,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-06-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q178512,literal,,literal,,literal,http://www.wikidata.org/entity/Q65248374,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
128,uri,http://www.wikidata.org/entity/Q5426616,en,literal,FM802,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-09-28T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q122723,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
129,uri,http://www.wikidata.org/entity/Q10846440,en,literal,Amuleto,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
130,uri,http://www.wikidata.org/entity/Q10851180,en,literal,Jatco,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-06-28T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,http://www.wikidata.org/entity/Q328613,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
131,uri,http://www.wikidata.org/entity/Q11283816,en,literal,GAGA,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-11-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
132,uri,http://www.wikidata.org/entity/Q848773,en,literal,Matsuya Foods,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-16T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,"http://www.wikidata.org/entity/Q171141, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
133,uri,http://www.wikidata.org/entity/Q787183,en,literal,Yashica,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q11633,literal,,literal,,literal,http://www.wikidata.org/entity/Q838672,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
134,uri,http://www.wikidata.org/entity/Q10847227,en,literal,Gangan Comics,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q207784,,,,,,,,,,,,,,,,,,,wd:Q17
135,uri,http://www.wikidata.org/entity/Q11324230,en,literal,Niconico Rentacar,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-12-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q127513,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
136,uri,http://www.wikidata.org/entity/Q22128926,en,literal,Tokyo Winery,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-09-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
137,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1326594, http://www.wikidata.org/entity/Q1341477",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,wd:Q17
138,uri,http://www.wikidata.org/entity/Q11572072,en,literal,Sarugakyō Onsen,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
139,uri,http://www.wikidata.org/entity/Q67524450,en,literal,YumeHaven,,,,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
140,uri,http://www.wikidata.org/entity/Q105025020,en,literal,Rosette,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-05-24T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q207652,literal,,literal,,literal,http://www.wikidata.org/entity/Q233495,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
141,uri,http://www.wikidata.org/entity/Q11314557,en,literal,Cellstar Industries,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-07-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
142,uri,http://www.wikidata.org/entity/Q83538,en,literal,Keisei Electric Railway,http://www.w3.org/2001/XMLSchema#dateTime,literal,1909-06-30T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q178512,literal,,literal,,literal,http://www.wikidata.org/entity/Q11390902,literal,,en,literal,"Keisei Electric Railway Co., Ltd.",,,,,,,,,,,,,,,,wd:Q17
143,uri,http://www.wikidata.org/entity/Q11563406,en,literal,Yunomaru Ski Resort,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
144,uri,http://www.wikidata.org/entity/Q11334857,en,literal,Bourbon,http://www.w3.org/2001/XMLSchema#dateTime,literal,1924-11-20T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q132705,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
145,uri,http://www.wikidata.org/entity/Q11321440,en,literal,Tomytec,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-03-19T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q44843,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
146,uri,http://www.wikidata.org/entity/Q11311018,en,literal,GOT Corporation,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-12-12T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
