,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,markcap.datatype,markcap.type,markcap.value,country
294,uri,http://www.wikidata.org/entity/Q110959120,en,literal,Tyreplus,,,,uri,http://www.wikidata.org/entity/Q869,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
295,uri,http://www.wikidata.org/entity/Q12472740,en,literal,Central Asia Insurance,http://www.w3.org/2001/XMLSchema#dateTime,literal,1958-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q43183,literal,,literal,,literal,,literal,,id,literal,PT Asuransi Central Asia,,,,,,,,,,wd:Q252
296,uri,http://www.wikidata.org/entity/Q13098259,en,literal,Universitas Merdeka Malang,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
297,uri,http://www.wikidata.org/entity/Q4200627,en,literal,Diponegoro University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1957-01-09T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,2815,,,,,,,wd:Q252
298,uri,http://www.wikidata.org/entity/Q6942482,en,literal,Musica Studios,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q10302058,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,ar,literal,ميوزيكا ستوديو,,,,,,,,,,wd:Q252
299,uri,http://www.wikidata.org/entity/Q12471437,,literal,Q12471437,,,,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q1415395,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
300,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q668,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,wd:Q252
301,uri,http://www.wikidata.org/entity/Q111632825,en,literal,Indosiar Mataram,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-10-28T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q14126,literal,,id,literal,PT Nusa Asia Antara,,,,,,,,,,wd:Q252
302,uri,http://www.wikidata.org/entity/Q12482593,en,literal,Esemka,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,http://www.wikidata.org/entity/Q10609,literal,,,,,,,,,,,,,,wd:Q252
303,uri,http://www.wikidata.org/entity/Q110959120,en,literal,Tyreplus,,,,uri,http://www.wikidata.org/entity/Q878,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
304,uri,http://www.wikidata.org/entity/Q110959120,en,literal,Tyreplus,,,,uri,http://www.wikidata.org/entity/Q424,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
305,uri,http://www.wikidata.org/entity/Q111548938,en,literal,Nook,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
306,uri,http://www.wikidata.org/entity/Q6026133,en,literal,Indonesian Institute of Sciences,http://www.w3.org/2001/XMLSchema#dateTime,literal,1967-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1541,,,,,,,wd:Q252
307,uri,http://www.wikidata.org/entity/Q12477678,en,literal,Indo Semar Records,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,,,,,,,,,,,,,wd:Q252
308,uri,http://www.wikidata.org/entity/Q124250855,en,literal,Warung Bambu Pemaron,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
309,uri,http://www.wikidata.org/entity/Q12472352,en,literal,Aquarius Musikindo,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,en,literal,Aquarius,,,,,,,,,,wd:Q252
310,uri,http://www.wikidata.org/entity/Q3482752,en,literal,XL Axiata,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-10-06T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q96472425, http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,id,literal,PT XL Axiata Tbk,http://www.w3.org/2001/XMLSchema#decimal,literal,1878,,,,,,,wd:Q252
311,uri,http://www.wikidata.org/entity/Q6942482,en,literal,Musica Studios,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q10302058,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,id,literal,Musica Studio's,,,,,,,,,,wd:Q252
312,uri,http://www.wikidata.org/entity/Q7939531,en,literal,Voice of America Indonesia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1942-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
313,uri,http://www.wikidata.org/entity/Q534515,en,literal,University of Indonesia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1849-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,2293,,,,,,,wd:Q252
314,uri,http://www.wikidata.org/entity/Q56394041,en,literal,SiCepat Ekspres,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
315,uri,http://www.wikidata.org/entity/Q63371124,en,literal,Guardian,,,,uri,http://www.wikidata.org/entity/Q833,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
316,uri,http://www.wikidata.org/entity/Q12472352,en,literal,Aquarius Musikindo,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,en,literal,Aquarius Musikindo,,,,,,,,,,wd:Q252
317,uri,http://www.wikidata.org/entity/Q25471361,en,literal,Eiger,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
318,uri,http://www.wikidata.org/entity/Q6942482,en,literal,Musica Studios,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q10302058,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,en,literal,Musica Studios,,,,,,,,,,wd:Q252
319,uri,http://www.wikidata.org/entity/Q5257835,en,literal,RCTI,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-08-24T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,,,,,,,,,,,,,wd:Q252
320,uri,http://www.wikidata.org/entity/Q19729764,en,literal,Hilton Bali Resort,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,en,literal,Hilton Bali Resort,,,,,,,,,,wd:Q252
321,uri,http://www.wikidata.org/entity/Q67909856,en,literal,Jogja Bay Waterpark,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
322,uri,http://www.wikidata.org/entity/Q12474534,en,literal,Bank Tabungan Negara,http://www.w3.org/2001/XMLSchema#dateTime,literal,1897-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,,literal,,id,literal,PT Bank Tabungan Negara (Persero) Tbk,,,,,,,,,,wd:Q252
323,uri,http://www.wikidata.org/entity/Q12486112,en,literal,I-Radio Jogjakarta,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
324,uri,http://www.wikidata.org/entity/Q12523375,en,literal,Maritime University of Raja Ali Haji,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-08-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q10104,literal,,,,,,,,,,,,,,wd:Q252
325,uri,http://www.wikidata.org/entity/Q25460696,en,literal,Indonesian Institute of Information Technology,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
326,uri,http://www.wikidata.org/entity/Q4250957,en,literal,Transvision,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-05-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q56611639, http://www.wikidata.org/entity/Q209588",literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,,,,,,,,,,,,,wd:Q252
327,uri,http://www.wikidata.org/entity/Q116247751,en,literal,M&C Saatchi Performance,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q39809,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,,,,,,,,,,,,,wd:Q252
328,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q145,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,wd:Q252
329,uri,http://www.wikidata.org/entity/Q11223593,en,literal,Universitas Islam Negeri Walisongo,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
330,uri,http://www.wikidata.org/entity/Q28214772,en,literal,Blooming Lotus Yoga,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q9350,literal,,literal,,literal,http://www.wikidata.org/entity/Q3125978,literal,,,,,,,,,,,,,,wd:Q252
331,uri,http://www.wikidata.org/entity/Q1906161,en,literal,Bank Indonesia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1953-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,http://www.wikidata.org/entity/Q51417348,literal,http://www.wikidata.org/entity/Q3630,literal,http://www.wikidata.org/entity/Q55672718,id,literal,Bank Sentral Republik Indonesia,,,,,,,,,,wd:Q252
332,uri,http://www.wikidata.org/entity/Q4209012,en,literal,Padjadjaran TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
333,uri,http://www.wikidata.org/entity/Q20895775,en,literal,Three Indonesia,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-03-20T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q25245117,literal,,literal,,literal,http://www.wikidata.org/entity/Q26000492,literal,,id,literal,PT Hutchison 3 Indonesia,,,,,,,,,,wd:Q252
334,uri,http://www.wikidata.org/entity/Q1661737,en,literal,Indonesia Stock Exchange,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,,,,,,,,,,,,,wd:Q252
335,uri,http://www.wikidata.org/entity/Q12515931,en,literal,Sony Music Indonesia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q10302058,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,ms,literal,Sony Music Indonesia,,,,,,,,,,wd:Q252
336,uri,http://www.wikidata.org/entity/Q623042,en,literal,Bank Rakyat Indonesia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1895-12-16T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q926217, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,id,literal,PT Bank Rakyat Indonesia (Persero) Tbk,http://www.w3.org/2001/XMLSchema#decimal,literal,60553,,,,,,,wd:Q252
337,uri,http://www.wikidata.org/entity/Q31174419,en,literal,Screenplay Films,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-08-13T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q1415395,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,,,,,,,,,,,,,wd:Q252
338,uri,http://www.wikidata.org/entity/Q116247751,en,literal,M&C Saatchi Performance,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q39809,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,,,,,,,,,,,,,wd:Q252
339,uri,http://www.wikidata.org/entity/Q12522364,en,literal,Trinity Optima Production,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-06-30T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q192999,literal,,en,literal,Trinity Optima Production,,,,,,,,,,wd:Q252
340,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q148,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,wd:Q252
341,uri,http://www.wikidata.org/entity/Q109063696,en,literal,Firebeast,,,,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
342,uri,http://www.wikidata.org/entity/Q19727919,,literal,Q19727919,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
343,uri,http://www.wikidata.org/entity/Q4264431,en,literal,SinemArt,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q1415395,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,,,,,,,,,,,,,wd:Q252
344,uri,http://www.wikidata.org/entity/Q116474344,en,literal,MassHive Media,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q10389,literal,,,,,,,,,,,,,,wd:Q252
345,uri,http://www.wikidata.org/entity/Q7686915,en,literal,Tarumanagara University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1959-06-18T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
346,uri,http://www.wikidata.org/entity/Q12483557,en,literal,O Channel Bandung,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
347,uri,http://www.wikidata.org/entity/Q30527988,en,literal,Amandari,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
348,uri,http://www.wikidata.org/entity/Q19751757,en,literal,Falcon Pictures,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-02-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q1415395,literal,,literal,,literal,http://www.wikidata.org/entity/Q12482153,literal,,en,literal,Falcon Pictures,,,,,,,,,,wd:Q252
349,uri,http://www.wikidata.org/entity/Q317541,en,literal,BTV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,,,,,,,,,,,,,wd:Q252
350,uri,http://www.wikidata.org/entity/Q48966427,en,literal,Ruangguru,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q446760,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,id,literal,PT Ruang Raya Indonesia,,,,,,,,,,wd:Q252
351,uri,http://www.wikidata.org/entity/Q7553485,en,literal,Soegijapranata Catholic University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
352,uri,http://www.wikidata.org/entity/Q116825053,en,literal,Lollipops Playland,,,,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
353,uri,http://www.wikidata.org/entity/Q113858405,en,literal,Hello Health Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q668,literal,"http://www.wikidata.org/entity/Q46994, http://www.wikidata.org/entity/Q12147",literal,http://www.wikidata.org/entity/Q115477903,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,en,literal,Hello Health Group Pte. Ltd,http://www.w3.org/2001/XMLSchema#decimal,literal,351,,,,,,,wd:Q252
354,uri,http://www.wikidata.org/entity/Q4163503,en,literal,Padang Cement,http://www.w3.org/2001/XMLSchema#dateTime,literal,1910-03-18T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q739302,literal,,literal,,literal,http://www.wikidata.org/entity/Q7253,literal,http://www.wikidata.org/entity/Q115296436,,,,,,,,,,,,,wd:Q252
355,uri,http://www.wikidata.org/entity/Q4163503,en,literal,Padang Cement,http://www.w3.org/2001/XMLSchema#dateTime,literal,1958-07-05T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q739302,literal,,literal,,literal,http://www.wikidata.org/entity/Q7253,literal,http://www.wikidata.org/entity/Q115296436,,,,,,,,,,,,,wd:Q252
356,uri,http://www.wikidata.org/entity/Q56393180,en,literal,Akurama Records,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,id,literal,Akurama Records,,,,,,,,,,wd:Q252
357,uri,http://www.wikidata.org/entity/Q12474533,en,literal,Bank Syariah Mandiri,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,id,literal,PT Bank Maritim Indonesia,,,,,,,,,,wd:Q252
358,uri,http://www.wikidata.org/entity/Q12523418,en,literal,State University of Yogyakarta,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-05-21T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q7568,literal,,,,,,,,,,,,,,wd:Q252
359,uri,http://www.wikidata.org/entity/Q6026778,en,literal,MNC Vision,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q209588,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,,,,,,,,,,,,,wd:Q252
360,uri,http://www.wikidata.org/entity/Q1336952,en,literal,Brawijaya University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1963-01-05T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
361,uri,http://www.wikidata.org/entity/Q4920542,en,literal,MetroTV,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-11-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
362,uri,http://www.wikidata.org/entity/Q2484603,en,literal,Indosiar,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
363,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q668,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,wd:Q252
364,uri,http://www.wikidata.org/entity/Q98080875,en,literal,RANS Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-12-27T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
365,uri,http://www.wikidata.org/entity/Q12484272,,literal,Q12484272,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
366,uri,http://www.wikidata.org/entity/Q12523354,en,literal,Janabadra University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1958-10-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
367,uri,http://www.wikidata.org/entity/Q111550670,en,literal,Amok Sunset,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
368,uri,http://www.wikidata.org/entity/Q7426888,en,literal,Satya Wacana Christian University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-11-30T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
369,uri,http://www.wikidata.org/entity/Q12501461,en,literal,OrangeTV,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
370,uri,http://www.wikidata.org/entity/Q12472352,en,literal,Aquarius Musikindo,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,id,literal,Aquarius,,,,,,,,,,wd:Q252
371,uri,http://www.wikidata.org/entity/Q114343299,en,literal,Arei Outdoor Gear,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q10389,literal,,,,,,,,,,,,,,wd:Q252
