,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,equity.datatype,equity.type,equity.value,country
365,uri,http://www.wikidata.org/entity/Q28940769,en,literal,Berlitz,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
366,uri,http://www.wikidata.org/entity/Q116028983,en,literal,Wles,http://www.w3.org/2001/XMLSchema#dateTime,literal,2023-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q483639,literal,,literal,,literal,http://www.wikidata.org/entity/Q217411,literal,,,,,,,,,,,,,,wd:Q43
367,uri,http://www.wikidata.org/entity/Q60772401,en,literal,COS,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,"http://www.wikidata.org/entity/Q97616144, http://www.wikidata.org/entity/Q11828862",literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,en,literal,COS,,,,,,,,,,wd:Q43
368,uri,http://www.wikidata.org/entity/Q11134603,en,literal,Kanal 7,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q673073,literal,,,,,,,,,,,,,,wd:Q43
369,uri,http://www.wikidata.org/entity/Q20471189,en,literal,TRT 4K,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
370,uri,http://www.wikidata.org/entity/Q17515320,en,literal,Kütahya Porselen,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q187939,literal,,literal,,literal,http://www.wikidata.org/entity/Q188894,literal,,,,,,,,,,,,,,wd:Q43
371,uri,http://www.wikidata.org/entity/Q5446343,en,literal,Fibabanka,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
372,uri,http://www.wikidata.org/entity/Q60772401,en,literal,COS,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q39,literal,"http://www.wikidata.org/entity/Q97616144, http://www.wikidata.org/entity/Q11828862",literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,en,literal,COS,,,,,,,,,,wd:Q43
373,uri,http://www.wikidata.org/entity/Q21527258,en,literal,UçanKus TV,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
374,uri,http://www.wikidata.org/entity/Q52162257,en,literal,Isparta University of Applied Sciences,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
375,uri,http://www.wikidata.org/entity/Q1424081,en,literal,Marmara University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1883-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
376,uri,http://www.wikidata.org/entity/Q6077762,en,literal,Radio Fenomen,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
377,uri,http://www.wikidata.org/entity/Q31191454,en,literal,cimri.com,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
378,uri,http://www.wikidata.org/entity/Q113278691,en,literal,Mavi Gök Aviation,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q6487,literal,http://www.wikidata.org/entity/Q24046660,,,,,,,,,,,,,wd:Q43
379,uri,http://www.wikidata.org/entity/Q28736447,en,literal,Avva,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q534799,literal,,,,,,,,,,,,,,wd:Q43
380,uri,http://www.wikidata.org/entity/Q24959818,en,literal,Jotform,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,"http://www.wikidata.org/entity/Q193424, http://www.wikidata.org/entity/Q166142, http://www.wikidata.org/entity/Q11016",literal,,literal,,literal,,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,800,,,,,,,wd:Q43
381,uri,http://www.wikidata.org/entity/Q1496662,en,literal,Gazi University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1926-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
382,uri,http://www.wikidata.org/entity/Q893310,en,literal,Borajet,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
383,uri,http://www.wikidata.org/entity/Q2072196,en,literal,Ihlas News Agency,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,"http://www.wikidata.org/entity/Q15078788, http://www.wikidata.org/entity/Q3972943",literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
384,uri,http://www.wikidata.org/entity/Q28940579,en,literal,Seker Mortgage Finansman Co.,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
385,uri,http://www.wikidata.org/entity/Q1100424,en,literal,Pegasus Airlines,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q857056, http://www.wikidata.org/entity/Q406",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6.765,http://www.w3.org/2001/XMLSchema#decimal,literal,7100000000,http://www.w3.org/2001/XMLSchema#decimal,literal,18044000000,wd:Q43
386,uri,http://www.wikidata.org/entity/Q114356225,en,literal,Dar Alarkam,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
387,uri,http://www.wikidata.org/entity/Q60772401,en,literal,COS,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,"http://www.wikidata.org/entity/Q97616144, http://www.wikidata.org/entity/Q11828862",literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,en,literal,COS,,,,,,,,,,wd:Q43
388,uri,http://www.wikidata.org/entity/Q1060621,en,literal,Ankara University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1946-06-13T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3640,literal,,,,,,,,,,,,,,wd:Q43
389,uri,http://www.wikidata.org/entity/Q86594874,en,literal,Sat 7 Türk,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
390,uri,http://www.wikidata.org/entity/Q7072824,en,literal,OPET,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
391,uri,http://www.wikidata.org/entity/Q1479225,en,literal,Onur Air,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
392,uri,http://www.wikidata.org/entity/Q1404654,en,literal,Fenerium,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q932886,literal,,,,,,,,,,,,,,wd:Q43
393,uri,http://www.wikidata.org/entity/Q29830879,en,literal,Palandöken Ski Center,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
394,uri,http://www.wikidata.org/entity/Q6057601,en,literal,Best FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
395,uri,http://www.wikidata.org/entity/Q112679370,en,literal,Woman TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-12-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
396,uri,http://www.wikidata.org/entity/Q117311374,en,literal,VegPet,http://www.w3.org/2001/XMLSchema#dateTime,literal,2023-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q19838826,literal,,,,,,,,,,,,,,wd:Q43
397,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q810,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,,,,wd:Q43
398,uri,http://www.wikidata.org/entity/Q10952014,en,literal,Hatay Mustafa Kemal University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q80561,literal,,,,,,,,,,,,,,wd:Q43
399,uri,http://www.wikidata.org/entity/Q47240439,en,literal,Ayrinti Publishing House,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-05-13T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
400,uri,http://www.wikidata.org/entity/Q17372600,en,literal,Anadolu Hayat Emeklilik,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
401,uri,http://www.wikidata.org/entity/Q6075854,en,literal,Doğan Music Company,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
402,uri,http://www.wikidata.org/entity/Q6063877,en,literal,Koton,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,"http://www.wikidata.org/entity/Q11828862, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
403,uri,http://www.wikidata.org/entity/Q1509957,en,literal,Süleyman Demirel University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q171031,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,2000,,,,,,,wd:Q43
404,uri,http://www.wikidata.org/entity/Q6080216,,literal,Q6080216,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
405,uri,http://www.wikidata.org/entity/Q123019182,en,literal,OXO Global,http://www.w3.org/2001/XMLSchema#dateTime,literal,2022-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
406,uri,http://www.wikidata.org/entity/Q101252542,en,literal,3D Oyuncu,,,,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
407,uri,http://www.wikidata.org/entity/Q17507971,en,literal,Adese,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q79857,literal,,,,,,,,,,,,,,wd:Q43
408,uri,http://www.wikidata.org/entity/Q60772401,en,literal,COS,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,"http://www.wikidata.org/entity/Q97616144, http://www.wikidata.org/entity/Q11828862",literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,en,literal,COS,,,,,,,,,,wd:Q43
409,uri,http://www.wikidata.org/entity/Q27431235,en,literal,D&R,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
410,uri,http://www.wikidata.org/entity/Q6088369,en,literal,Şekerbank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1953-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
411,uri,http://www.wikidata.org/entity/Q98456772,en,literal,Tesco Express,,,,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
412,uri,http://www.wikidata.org/entity/Q1550686,en,literal,Kocaeli University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q83965,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1890,,,,,,,wd:Q43
413,uri,http://www.wikidata.org/entity/Q924465,en,literal,Burdur Mehmet Akif Ersoy University,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-03-17T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q211811,literal,,,,,,,,,,,,,,wd:Q43
414,uri,http://www.wikidata.org/entity/Q4750773,en,literal,Anadolubank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
415,uri,http://www.wikidata.org/entity/Q28940765,en,literal,Pelit,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
416,uri,http://www.wikidata.org/entity/Q4701750,en,literal,Aksaray University,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q182025,literal,,,,,,,,,,,,,,wd:Q43
417,uri,http://www.wikidata.org/entity/Q60772401,en,literal,COS,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q145,literal,"http://www.wikidata.org/entity/Q97616144, http://www.wikidata.org/entity/Q11828862",literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,en,literal,COS,,,,,,,,,,wd:Q43
418,uri,http://www.wikidata.org/entity/Q2406952,en,literal,TRT Belgesel,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-10-17T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q35997,literal,,,,,,,,,,,,,,wd:Q43
419,uri,http://www.wikidata.org/entity/Q283852,en,literal,Turkcell,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,"http://www.wikidata.org/entity/Q62429543, http://www.wikidata.org/entity/Q56299206",literal,,literal,http://www.wikidata.org/entity/Q406,literal,http://www.wikidata.org/entity/Q1453594,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,13901,,,,,,,wd:Q43
420,uri,http://www.wikidata.org/entity/Q6039889,,literal,Q6039889,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
421,uri,http://www.wikidata.org/entity/Q4046730,en,literal,Petkim,http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,http://www.wikidata.org/entity/Q996748,literal,,,,,,,,,,,,,,wd:Q43
422,uri,http://www.wikidata.org/entity/Q7937213,en,literal,فني صحي بالكويت,http://www.w3.org/2001/XMLSchema#dateTime,literal,1942-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
423,uri,http://www.wikidata.org/entity/Q20472590,en,literal,MNG Kargo,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
424,uri,http://www.wikidata.org/entity/Q1571990,en,literal,TRT Al Arabiya,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
425,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,,,,wd:Q43
426,uri,http://www.wikidata.org/entity/Q4709417,en,literal,Albaraka Türk Participation Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
427,uri,http://www.wikidata.org/entity/Q117890974,en,literal,Synevo Turkey,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
428,uri,http://www.wikidata.org/entity/Q6098022,en,literal,Flash TV,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q40738,literal,,,,,,,,,,,,,,wd:Q43
429,uri,http://www.wikidata.org/entity/Q22312972,en,literal,Ramsey,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,"http://www.wikidata.org/entity/Q11828862, http://www.wikidata.org/entity/Q607081, http://www.wikidata.org/entity/Q12684",literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
430,uri,http://www.wikidata.org/entity/Q12811293,en,literal,ING Türkiye,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,tr,literal,ING Bank,http://www.w3.org/2001/XMLSchema#decimal,literal,3442,,,,,,,wd:Q43
431,uri,http://www.wikidata.org/entity/Q4628590,en,literal,TRT Müzik,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3640,literal,,,,,,,,,,,,,,wd:Q43
432,uri,http://www.wikidata.org/entity/Q6528173,en,literal,TV8,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q857107,literal,,,,,,,,,,,,,,wd:Q43
433,uri,http://www.wikidata.org/entity/Q6505802,en,literal,Yurtiçi Kargo,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
434,uri,http://www.wikidata.org/entity/Q1790346,en,literal,Ford Otosan,http://www.w3.org/2001/XMLSchema#dateTime,literal,1928-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,tr,literal,Ford Otomotiv Sanayi A.Ş.,,,,,,,,,,wd:Q43
435,uri,http://www.wikidata.org/entity/Q635836,en,literal,Digiturk,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q209588,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
436,uri,http://www.wikidata.org/entity/Q4548,en,literal,Turkish Airlines,http://www.w3.org/2001/XMLSchema#dateTime,literal,1933-05-20T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q765633,literal,"http://www.wikidata.org/entity/Q60056285, http://www.wikidata.org/entity/Q7698068",literal,,literal,http://www.wikidata.org/entity/Q406,literal,,tr,literal,Türk Hava Yolları,http://www.w3.org/2001/XMLSchema#decimal,literal,40245,,,,,,,wd:Q43
437,uri,http://www.wikidata.org/entity/Q6098857,en,literal,Ulusal Kanal,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q217411,literal,,,,,,,,,,,,,,wd:Q43
438,uri,http://www.wikidata.org/entity/Q19610832,en,literal,BEDAŞ,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-10-12T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
439,uri,http://www.wikidata.org/entity/Q2191408,en,literal,Vestel,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q212920,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
440,uri,http://www.wikidata.org/entity/Q28940506,en,literal,Golden Rose,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
441,uri,http://www.wikidata.org/entity/Q110434960,en,literal,VAV Radyo,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
442,uri,http://www.wikidata.org/entity/Q112920943,en,literal,Qaf TV,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
443,uri,http://www.wikidata.org/entity/Q6059990,en,literal,Nevşehir Hacı Bektaş Veli University,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
444,uri,http://www.wikidata.org/entity/Q28605813,en,literal,Gratis,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
445,uri,http://www.wikidata.org/entity/Q119175581,en,literal,Bigudi Club,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-12-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
446,uri,http://www.wikidata.org/entity/Q6070301,en,literal,EGO,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3640,literal,,,,,,,,,,,,,,wd:Q43
447,uri,http://www.wikidata.org/entity/Q121819331,en,literal,Sutore,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q484847,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
448,uri,http://www.wikidata.org/entity/Q28940603,en,literal,Tomer language school,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
449,uri,http://www.wikidata.org/entity/Q28940776,en,literal,Bilfen Okulları,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
450,uri,http://www.wikidata.org/entity/Q1297001,en,literal,Ege University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1955-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
451,uri,http://www.wikidata.org/entity/Q28940536,en,literal,Kinetix,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
452,uri,http://www.wikidata.org/entity/Q1897352,en,literal,TRT Spor,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3640,literal,,,,,,,,,,,,,,wd:Q43
453,uri,http://www.wikidata.org/entity/Q4628831,en,literal,TRT Türk,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q11030,literal,,literal,,literal,http://www.wikidata.org/entity/Q3640,literal,,,,,,,,,,,,,,wd:Q43
